district,name,votes,percent_votes
Louis-Saint-Laurent,Christopher Bojanowski N.D.P./N.P.D.,1369,3.05
Louis-Saint-Laurent,Yonnel Bonaventure Green Party/Parti Vert,1243,2.77
Louis-Saint-Laurent,Jean-Guy Carignan ** Independent/Indépendant,563,1.25
Louis-Saint-Laurent,Henri Gauvin Independent/Indépendant,332,0.74
Louis-Saint-Laurent,Dominique Théberge Communist/Communiste,119,0.27
Manicouagan,Gérard Asselin ** Bloc Québécois/Bloc Québécois,19040,58.51
Manicouagan,Anthony Detroio Liberal/Libéral,8097,24.88
Manicouagan,Pierre Ducasse N.D.P./N.P.D.,3361,10.33
Manicouagan,Pierre Paradis Conservative/conservateur,1601,4.92
Manicouagan,Les Parsons Green Party/Parti Vert,444,1.36
Marc-Aurèle-Fortin,Serge Ménard Bloc Québécois/Bloc Québécois,30779,58.88
Marc-Aurèle-Fortin,Nancy Girard Liberal/Libéral,14491,27.72
Marc-Aurèle-Fortin,Marc Bissonnette Conservative/conservateur,3125,5.98
Marc-Aurèle-Fortin,Lise Bissonnette Green Party/Parti Vert,2012,3.85
Marc-Aurèle-Fortin,Lyse Généreux N.D.P./N.P.D.,1867,3.57
Matapédia--Matane,Jean-Yves Roy ** Bloc Québécois/Bloc Québécois,17878,56.45
Matapédia--Matane,Marc Bélanger Liberal/Libéral,9653,30.48
Matapédia--Matane,Vahid Fortin-Vidah Conservative/conservateur,1972,6.23
Matapédia--Matane,Jean-Guy Côté N.D.P./N.P.D.,1581,4.99
Matapédia--Matane,Nicolas Deville Green Party/Parti Vert,585,1.85
Mégantic--L'Érable,Marc Boulianne Bloc Québécois/Bloc Québécois,19264,44.74
Mégantic--L'Érable,Gérard Binet ** Liberal/Libéral,15778,36.65
Mégantic--L'Érable,Yves Mailly Conservative/conservateur,4916,11.42
Mégantic--L'Érable,Alexandre Côté N.D.P./N.P.D.,1608,3.73
Mégantic--L'Érable,Bruno Vézina Green Party/Parti Vert,1489,3.46
Montcalm,Roger Gaudet ** Bloc Québécois/Bloc Québécois,34383,71.24
Montcalm,Daniel Brazeau Liberal/Libéral,7915,16.4
Montcalm,Michel Paulette Conservative/conservateur,2831,5.87
Montcalm,Serge Bellemare Green Party/Parti Vert,1606,3.33
Montcalm,François Rivest N.D.P./N.P.D.,1531,3.17
Mount Royal/Mont-Royal,Irwin Cotler ** Liberal/Libéral,28670,75.68
Mount Royal/Mont-Royal,Matthew Fireman Conservative/conservateur,3271,8.63
Mount Royal/Mont-Royal,Vincent Gagnon Bloc Québécois/Bloc Québécois,2636,6.96
Mount Royal/Mont-Royal,Sébastien Beaudet N.D.P./N.P.D.,1859,4.91
Mount Royal/Mont-Royal,Adam Sommerfeld Green Party/Parti Vert,1046,2.76
Mount Royal/Mont-Royal,Adam Greenblatt Marijuana Party/Parti Marijuana,308,0.81
Mount Royal/Mont-Royal,Diane Johnston Marxist-Leninist/Marxiste-Léniniste,94,0.25
Notre-Dame-de-Grâce--Lachine,Marlene Jennings ** Liberal/Libéral,23552,53.2
Notre-Dame-de-Grâce--Lachine,Jean-Philippe Chartré Bloc Québécois/Bloc Québécois,9736,21.99
Notre-Dame-de-Grâce--Lachine,William R. McCullock Conservative/conservateur,4526,10.22
Notre-Dame-de-Grâce--Lachine,Maria Pia Chávez N.D.P./N.P.D.,3513,7.93
Notre-Dame-de-Grâce--Lachine,Jessica Gal Green Party/Parti Vert,2214,5
Notre-Dame-de-Grâce--Lachine,Jay Dell Marijuana Party/Parti Marijuana,479,1.08
Notre-Dame-de-Grâce--Lachine,Earl Wertheimer Libertarian/Libertarien,165,0.37
Notre-Dame-de-Grâce--Lachine,Rachel Hoffman Marxist-Leninist/Marxiste-Léniniste,88,0.2
Nunavik--Eeyou,Yvon Lévesque Bloc Québécois/Bloc Québécois,12578,45.23
Nunavik--Eeyou,Guy St-Julien ** Liberal/Libéral,12006,43.17
Nunavik--Eeyou,François Dionne Conservative/conservateur,1265,4.55
Nunavik--Eeyou,Pierre Corbeil N.D.P./N.P.D.,1097,3.94
Nunavik--Eeyou,Martin Fournier Green Party/Parti Vert,862,3.1
Outremont,Jean Lapierre Liberal/Libéral,15675,40.94
Outremont,François Rebello Bloc Québécois/Bloc Québécois,12730,33.25
Outremont,Omar Aktouf N.D.P./N.P.D.,5382,14.06
Outremont,Marc Rousseau Conservative/conservateur,2284,5.97
Outremont,Shaun Perceval-Maxwell Green Party/Parti Vert,1643,4.29
Outremont,Yan Lacombe Marijuana Party/Parti Marijuana,452,1.18
Outremont,Linda Sullivan Marxist-Leninist/Marxiste-Léniniste,120,0.31
Papineau,Pierre Pettigrew ** Liberal/Libéral,16892,41.1
Papineau,Martine Carrière Bloc Québécois/Bloc Québécois,16424,39.96
Papineau,André Frappier N.D.P./N.P.D.,3603,8.77
Papineau,Mustaque Sarker Conservative/conservateur,1961,4.77
Papineau,Adam Jastrzebski Green Party/Parti Vert,1058,2.57
Papineau,Christelle Dusablon-Pelletier Marijuana Party/Parti Marijuana,490,1.19
Papineau,André Parizeau Communist/Communiste,252,0.61
Papineau,Jimmy Garoufalis Independent/Indépendant,250,0.61
Papineau,Peter Macrisopoulos Marxist-Leninist/Marxiste-Léniniste,169,0.41
Pierrefonds--Dollard,Bernard Patry ** Liberal/Libéral,29601,63.57
Pierrefonds--Dollard,Marie-Hélène Brunet Bloc Québécois/Bloc Québécois,7426,15.95
Pierrefonds--Dollard,Andrea Paine Conservative/conservateur,5010,10.76
Pierrefonds--Dollard,Danielle Lustgarten N.D.P./N.P.D.,2545,5.47
Pierrefonds--Dollard,Theodore Kouretas Green Party/Parti Vert,1401,3.01
Pierrefonds--Dollard,Jean-François Labrecque Marijuana Party/Parti Marijuana,511,1.1
Pierrefonds--Dollard,Garnet Colly Marxist-Leninist/Marxiste-Léniniste,71,0.15
Pontiac,David Smith Liberal/Libéral,15358,38.36
Pontiac,L-Hubert Leduc Bloc Québécois/Bloc Québécois,11685,29.19
Pontiac,Judith Grant Conservative/conservateur,8869,22.15
Pontiac,Gretchen Schwarz N.D.P./N.P.D.,2317,5.79
Pontiac,Thierry Vicente Green Party/Parti Vert,1673,4.18
Pontiac,Benoit Legros Marxist-Leninist/Marxiste-Léniniste,132,0.33
Portneuf,Guy Côté Bloc Québécois/Bloc Québécois,18471,42.91
Portneuf,Claude Duplain ** Liberal/Libéral,11863,27.56
Portneuf,Howard M. Bruce Conservative/conservateur,9251,21.49
Portneuf,Pierre Poulin Green Party/Parti Vert,1925,4.47
Portneuf,Jean-François Breton N.D.P./N.P.D.,1540,3.58
Québec,Christiane Gagnon ** Bloc Québécois/Bloc Québécois,24373,50.63
Québec,Jean-Philippe Côté Liberal/Libéral,12982,26.97
Québec,Pierre Gaudreault Conservative/conservateur,5330,11.07
Québec,Jean-Marie Fiset N.D.P./N.P.D.,2670,5.55
Québec,Antonine Yaccarini Green Party/Parti Vert,2046,4.25
Québec,Pierre-Etienne Paradis Marijuana Party/Parti Marijuana,512,1.06
Québec,Jean Bédard Marxist-Leninist/Marxiste-Léniniste,223,0.46
Repentigny,Benoît Sauvageau ** Bloc Québécois/Bloc Québécois,35907,70.06
Repentigny,Lévis Brien Liberal/Libéral,9353,18.25
Repentigny,Allen  F. MacKenzie Conservative/conservateur,2447,4.77
Repentigny,André Cardinal N.D.P./N.P.D.,1526,2.98
Repentigny,Jean-François Léveque Green Party/Parti Vert,1482,2.89
Repentigny,François Boudreau Marijuana Party/Parti Marijuana,539,1.05
Richelieu,Louis Plamondon ** Bloc Québécois/Bloc Québécois,31497,64.67
Richelieu,Ghislaine Provencher Liberal/Libéral,11045,22.68
Richelieu,Daniel A. Proulx Conservative/conservateur,3726,7.65
Richelieu,Charles Bussières N.D.P./N.P.D.,1017,2.09
Richelieu,Jean-Pierre Bonenfant Green Party/Parti Vert,839,1.72
Richelieu,Daniel Blackburn Marijuana Party/Parti Marijuana,580,1.19
Richmond--Arthabaska,André Bellavance Bloc Québécois/Bloc Québécois,26211,55.55
Richmond--Arthabaska,Christine St-Pierre Liberal/Libéral,12809,27.15
Richmond--Arthabaska,Pierre Poissant Conservative/conservateur,4925,10.44
Richmond--Arthabaska,Lucie Laforest Green Party/Parti Vert,1699,3.6
Richmond--Arthabaska,Jason S. Noble N.D.P./N.P.D.,1540,3.26
Rimouski--Témiscouata,Louise Thibault Bloc Québécois/Bloc Québécois,22215,57.63
Rimouski--Témiscouata,Côme Roy Liberal/Libéral,9161,23.77
Rimouski--Témiscouata,Denis Quimper Conservative/conservateur,3445,8.94
Rimouski--Témiscouata,Guy Caron N.D.P./N.P.D.,2717,7.05
Rimouski--Témiscouata,Marjolaine Delaunière Green Party/Parti Vert,1008,2.62
Rivière-des-Mille-Îles,Gilles-A. Perron ** Bloc Québécois/Bloc Québécois,27993,61.39
Rivière-des-Mille-Îles,Yolaine Savignac Liberal/Libéral,11025,24.18
Rivière-des-Mille-Îles,Érick Gauthier Conservative/conservateur,3064,6.72
Rivière-des-Mille-Îles,Marie Martine Bédard Green Party/Parti Vert,1961,4.3
Rivière-des-Mille-Îles,Nicolas Du Cap N.D.P./N.P.D.,1559,3.42
Rivière-du-Loup--Montmagny,Paul Crête ** Bloc Québécois/Bloc Québécois,25327,57.13
Rivière-du-Loup--Montmagny,Isabelle Mignault Liberal/Libéral,13124,29.61
Rivière-du-Loup--Montmagny,Marc-André Drolet Conservative/conservateur,4040,9.11
Rivière-du-Loup--Montmagny,André Clermont Green Party/Parti Vert,962,2.17
Rivière-du-Loup--Montmagny,Frédérick Garon N.D.P./N.P.D.,876,1.98
Rivière-du-Nord,Monique Guay ** Bloc Québécois/Bloc Québécois,29204,66.33
Rivière-du-Nord,Lorraine Auclair Liberal/Libéral,9509,21.6
Rivière-du-Nord,Catherine Brousseau Conservative/conservateur,2435,5.53
Rivière-du-Nord,François Côté N.D.P./N.P.D.,1290,2.93
Rivière-du-Nord,Marcel Poirier Green Party/Parti Vert,1129,2.56
Rivière-du-Nord,Christian Marcoux Marijuana Party/Parti Marijuana,459,1.04
Roberval,Michel Gauthier ** Bloc Québécois/Bloc Québécois,20655,59.41
Roberval,Michel Mallette Liberal/Libéral,8064,23.19
Roberval,Ghislain Lavoie Conservative/conservateur,3011,8.66
Roberval,Isabelle Tremblay N.D.P./N.P.D.,1777,5.11
Roberval,Marc-André Gauthier Green Party/Parti Vert,1260,3.62
Rosemont--La Petite-Patrie,Bernard Bigras ** Bloc Québécois/Bloc Québécois,31224,61.8
Rosemont--La Petite-Patrie,Christian Bolduc Liberal/Libéral,11572,22.9
Rosemont--La Petite-Patrie,Benoît Beauchamp N.D.P./N.P.D.,3876,7.67
Rosemont--La Petite-Patrie,François Chevalier Green Party/Parti Vert,2145,4.25
Rosemont--La Petite-Patrie,Michel Sauvé Conservative/conservateur,1561,3.09
Rosemont--La Petite-Patrie,Kenneth Higham Communist/Communiste,145,0.29
Saint-Bruno--Saint-Hubert,Carole Lavallée Bloc Québécois/Bloc Québécois,28050,55.11
Saint-Bruno--Saint-Hubert,Marc Savard Liberal/Libéral,15457,30.37
Saint-Bruno--Saint-Hubert,Jean-François Mongeau Conservative/conservateur,3189,6.27
Saint-Bruno--Saint-Hubert,Marie Henretta N.D.P./N.P.D.,2253,4.43
Saint-Bruno--Saint-Hubert,Janis Crawford Green Party/Parti Vert,1349,2.65
Saint-Bruno--Saint-Hubert,David Vachon Marijuana Party/Parti Marijuana,596,1.17
Saint-Hyacinthe--Bagot,Yvan Loubier ** Bloc Québécois/Bloc Québécois,29789,62.4
Saint-Hyacinthe--Bagot,Michel Gaudette Liberal/Libéral,10558,22.12
Saint-Hyacinthe--Bagot,Andrée Champagne Conservative/conservateur,5240,10.98
Saint-Hyacinthe--Bagot,Joëlle Chevrier N.D.P./N.P.D.,1204,2.52
Saint-Hyacinthe--Bagot,Bruno Godbout Green Party/Parti Vert,948,1.99
Saint-Jean,Claude Bachand ** Bloc Québécois/Bloc Québécois,29485,60.11
Saint-Jean,Michel Fecteau Liberal/Libéral,12729,25.95
Saint-Jean,Joseph Khoury Conservative/conservateur,3856,7.86
Saint-Jean,Jonathan Trépanier N.D.P./N.P.D.,1687,3.44
Saint-Jean,Claude Genest Green Party/Parti Vert,1298,2.65
Saint-Lambert,Maka Kotto Bloc Québécois/Bloc Québécois,22024,48.84
Saint-Lambert,Yolande Thibeault ** Liberal/Libéral,16654,36.93
Saint-Lambert,Patrick Clune Conservative/conservateur,2739,6.07
Saint-Lambert,Monique Garcia N.D.P./N.P.D.,2130,4.72
Saint-Lambert,Diane Joubert Green Party/Parti Vert,1404,3.11
Saint-Lambert,Normand Fournier Marxist-Leninist/Marxiste-Léniniste,145,0.32
Saint-Laurent--Cartierville,Stéphane Dion ** Liberal/Libéral,28107,66.82
Saint-Laurent--Cartierville,William Fayad Bloc Québécois/Bloc Québécois,7261,17.26
Saint-Laurent--Cartierville,Zaid Mahayni N.D.P./N.P.D.,2630,6.25
Saint-Laurent--Cartierville,Marc Rahmé Conservative/conservateur,2606,6.2
Saint-Laurent--Cartierville,Almaz Aladass Green Party/Parti Vert,875,2.08
Saint-Laurent--Cartierville,Alex Neron Marijuana Party/Parti Marijuana,298,0.71
Saint-Laurent--Cartierville,Fernand Deschamps Marxist-Leninist/Marxiste-Léniniste,125,0.3
Saint-Laurent--Cartierville,Ken Fernandez Canadian Action/Action canadienne,84,0.2
Saint-Laurent--Cartierville,Nilda Vargas Communist/Communiste,78,0.19
Saint-Léonard--Saint-Michel,Massimo Pacetti ** Liberal/Libéral,25884,63.9
Saint-Léonard--Saint-Michel,Paul-Alexis François Bloc Québécois/Bloc Québécois,8852,21.85
Saint-Léonard--Saint-Michel,Laura Colella N.D.P./N.P.D.,2422,5.98
Saint-Léonard--Saint-Michel,Payam Eslami Conservative/conservateur,2138,5.28
Saint-Léonard--Saint-Michel,Ricardo Fellicetti Green Party/Parti Vert,944,2.33
Saint-Léonard--Saint-Michel,Stéphane Chénier Marxist-Leninist/Marxiste-Léniniste,267,0.66
Saint-Maurice--Champlain,Marcel Gagnon ** Bloc Québécois/Bloc Québécois,25918,55.29
Saint-Maurice--Champlain,Marie-Eve Bilodeau Liberal/Libéral,14320,30.55
Saint-Maurice--Champlain,Martial Toupin Conservative/conservateur,4129,8.81
Saint-Maurice--Champlain,Pierre J.C. Allard N.D.P./N.P.D.,1104,2.36
Saint-Maurice--Champlain,Pierre Cayou Audette Green Party/Parti Vert,855,1.82
Saint-Maurice--Champlain,Paul Giroux Marijuana Party/Parti Marijuana,547,1.17
Shefford,Robert Vincent Bloc Québécois/Bloc Québécois,21968,46.6
Shefford,Diane St-Jacques ** Liberal/Libéral,18725,39.72
Shefford,Jacques Parenteau Conservative/conservateur,3732,7.92
Shefford,Francine Brière Green Party/Parti Vert,1571,3.33
Shefford,Sonia Bisson N.D.P./N.P.D.,1146,2.43
Sherbrooke,Serge Cardin ** Bloc Québécois/Bloc Québécois,29323,58.74
Sherbrooke,Bruno-Marie Béchard Liberal/Libéral,15482,31.01
Sherbrooke,Réal Leblanc Conservative/conservateur,2142,4.29
Sherbrooke,Jeffrey Champagne Green Party/Parti Vert,1509,3.02
Sherbrooke,Philippe Dion N.D.P./N.P.D.,1463,2.93
Terrebonne--Blainville,Diane Bourgeois ** Bloc Québécois/Bloc Québécois,31288,68.13
Terrebonne--Blainville,Pierre Gingras Liberal/Libéral,9048,19.7
Terrebonne--Blainville,Patrick Légaré Conservative/conservateur,2582,5.62
Terrebonne--Blainville,Martin Drapeau Green Party/Parti Vert,1554,3.38
Terrebonne--Blainville,Normand Beaudet N.D.P./N.P.D.,1451,3.16
Trois-Rivières,Paule Brunelle Bloc Québécois/Bloc Québécois,26240,56.51
Trois-Rivières,Jean-Éric Guindon Liberal/Libéral,12703,27.36
Trois-Rivières,Jean-Guy Mercier Conservative/conservateur,4381,9.43
Trois-Rivières,Marc Tessier N.D.P./N.P.D.,1635,3.52
Trois-Rivières,Linda Lavoie Green Party/Parti Vert,1476,3.18
Vaudreuil-Soulanges,Meili Faille Bloc Québécois/Bloc Québécois,24675,44.29
Vaudreuil-Soulanges,Nick Discepola ** Liberal/Libéral,21613,38.8
Vaudreuil-Soulanges,Robert Ramage Conservative/conservateur,4558,8.18
Vaudreuil-Soulanges,Bert Markgraf N.D.P./N.P.D.,2175,3.9
Vaudreuil-Soulanges,Julie C. Baribeau Green Party/Parti Vert,2103,3.77
Vaudreuil-Soulanges,Charles Soucy Marijuana Party/Parti Marijuana,585,1.05
Verchères--Les Patriotes,Stéphane Bergeron ** Bloc Québécois/Bloc Québécois,33333,67.62
Verchères--Les Patriotes,Nathalie Tousignant Liberal/Libéral,9958,20.2
Verchères--Les Patriotes,Francis-Pierre Rémillard Conservative/conservateur,2750,5.58
Verchères--Les Patriotes,Simon Vallée N.D.P./N.P.D.,1815,3.68
Verchères--Les Patriotes,Philippe Morlighem Green Party/Parti Vert,975,1.98
Verchères--Les Patriotes,Sébastien Drouin Marijuana Party/Parti Marijuana,463,0.94
Westmount--Ville-Marie,Lucienne Robillard ** Liberal/Libéral,22337,55.84
Westmount--Ville-Marie,Louis La Rochelle Bloc Québécois/Bloc Québécois,5922,14.81
Westmount--Ville-Marie,Eric Wilson Steedman N.D.P./N.P.D.,4795,11.99
Westmount--Ville-Marie,Robert Gervais Conservative/conservateur,4027,10.07
Westmount--Ville-Marie,Brian Sarwer-Foner Green Party/Parti Vert,2419,6.05
Westmount--Ville-Marie,David John Proctor Marijuana Party/Parti Marijuana,396,0.99
Westmount--Ville-Marie,Serge Lachapelle Marxist-Leninist/Marxiste-Léniniste,103,0.26
Ajax--Pickering,Mark Holland Liberal/Libéral,21706,49.77
Ajax--Pickering,René Soetens Conservative/conservateur,14666,33.63
Ajax--Pickering,Kevin Modeste N.D.P./N.P.D.,5286,12.12
Ajax--Pickering,Karen MacDonald Green Party/Parti Vert,1951,4.47
Algoma--Manitoulin--Kapuskasing,Brent St. Denis ** Liberal/Libéral,14276,40.94
Algoma--Manitoulin--Kapuskasing,Carol Hughes N.D.P./N.P.D.,11051,31.69
Algoma--Manitoulin--Kapuskasing,Blaine Armstrong Conservative/conservateur,8093,23.21
Algoma--Manitoulin--Kapuskasing,Lindsay Killen Green Party/Parti Vert,1449,4.16
Ancaster--Dundas--Flamborough--Westdale,Russ Powers Liberal/Libéral,21935,39.69
Ancaster--Dundas--Flamborough--Westdale,David Sweet Conservative/conservateur,19135,34.63
Ancaster--Dundas--Flamborough--Westdale,Gordon Guyatt N.D.P./N.P.D.,11557,20.91
Ancaster--Dundas--Flamborough--Westdale,David Januczkowski Green Party/Parti Vert,2636,4.77
Barrie,Aileen Carroll ** Liberal/Libéral,21233,42.66
Barrie,Patrick Brown Conservative/conservateur,19938,40.06
Barrie,Peter Bursztyn N.D.P./N.P.D.,5312,10.67
Barrie,Erich Jacoby-Hawkins Green Party/Parti Vert,3288,6.61
Beaches--East York,Maria Minna ** Liberal/Libéral,22494,47.93
Beaches--East York,Peter Tabuns N.D.P./N.P.D.,15156,32.29
Beaches--East York,Nick Nikopoulos Conservative/conservateur,6603,14.07
Beaches--East York,Peter Davison Green Party/Parti Vert,2127,4.53
Beaches--East York,Daniel Dufresne Marijuana Party/Parti Marijuana,365,0.78
Beaches--East York,Edward Slota Independent/Indépendant,80,0.17
Beaches--East York,Miguel Figueroa Communist/Communiste,62,0.13
Beaches--East York,Roger Carter Marxist-Leninist/Marxiste-Léniniste,46,0.1
Bramalea--Gore--Malton,Gurbax S. Malhi ** Liberal/Libéral,20394,49.54
Bramalea--Gore--Malton,Raminder Gill Conservative/conservateur,12594,30.59
Bramalea--Gore--Malton,Fernando Miranda N.D.P./N.P.D.,6113,14.85
Bramalea--Gore--Malton,Sharleen McDowall Green Party/Parti Vert,1832,4.45
Bramalea--Gore--Malton,Frank Chilelli Marxist-Leninist/Marxiste-Léniniste,237,0.58
Brampton--Springdale,Ruby Dhalla Liberal/Libéral,19385,47.73
Brampton--Springdale,Sam Hundal Conservative/conservateur,11182,27.53
Brampton--Springdale,Kathy Pounder N.D.P./N.P.D.,8038,19.79
Brampton--Springdale,Nick Hudson Green Party/Parti Vert,1927,4.74
Brampton--Springdale,Gurdev Singh Mattu Communist/Communiste,86,0.21
Brampton West/Brampton-Ouest,Colleen Beaumier ** Liberal/Libéral,21254,45.3
Brampton West/Brampton-Ouest,Tony Clement Conservative/conservateur,18768,40
Brampton West/Brampton-Ouest,Chris Moise N.D.P./N.P.D.,4920,10.49
Brampton West/Brampton-Ouest,Sanjeev Goel Green Party/Parti Vert,1603,3.42
Brampton West/Brampton-Ouest,Tom Bose Independent/Indépendant,371,0.79
Brant,Lloyd St. Amand Liberal/Libéral,20455,38.05
Brant,Greg Martin Conservative/conservateur,17792,33.1
Brant,Lynn Bowering N.D.P./N.P.D.,11826,22
Brant,Helen-Anne Embry Green Party/Parti Vert,2738,5.09
Brant,Barra L. Gots Christian Heritage Party/Parti de l'Héritage Chrétien,570,1.06
Brant,John C. Turmel Independent/Indépendant,373,0.69
Burlington,Paddy Torsney ** Liberal/Libéral,27423,44.96
Burlington,Mike Wallace Conservative/conservateur,23389,38.35
Burlington,David Carter Laird N.D.P./N.P.D.,6581,10.79
Burlington,Angela Reid Green Party/Parti Vert,3169,5.2
Burlington,John Herman Wubs Christian Heritage Party/Parti de l'Héritage Chrétien,429,0.7
Cambridge,Gary Goodyear Conservative/conservateur,19123,37.09
Cambridge,Janko Peric ** Liberal/Libéral,18899,36.65
Cambridge,Gary Price N.D.P./N.P.D.,10392,20.15
Cambridge,Gareth M. White Green Party/Parti Vert,2506,4.86
Cambridge,John G. Gots Christian Heritage Party/Parti de l'Héritage Chrétien,395,0.77
Cambridge,John Oprea Independent/Indépendant,134,0.26
Cambridge,Alex W. Gryc Independent/Indépendant,114,0.22
Carleton--Lanark,Gordon O'Connor Conservative/conservateur,32664,50.04
Carleton--Lanark,Dan Wicklum Liberal/Libéral,22185,33.99
Carleton--Lanark,Rick Prashaw N.D.P./N.P.D.,6758,10.35
Carleton--Lanark,Stuart Langstaff Green Party/Parti Vert,3665,5.61
Chatham-Kent--Essex,Jerry Pickard ** Liberal/Libéral,17435,39.63
Chatham-Kent--Essex,Dave Van Kesteren Conservative/conservateur,17028,38.7
Chatham-Kent--Essex,Kathleen Kevany N.D.P./N.P.D.,7538,17.13
Chatham-Kent--Essex,Rod Hetherington Green Party/Parti Vert,1845,4.19
Chatham-Kent--Essex,Margaret Mondaca Marxist-Leninist/Marxiste-Léniniste,150,0.34
Clarington--Scugog--Uxbridge,Bev Oda Conservative/conservateur,20813,40.74
Clarington--Scugog--Uxbridge,Tim Lang Liberal/Libéral,19548,38.27
Clarington--Scugog--Uxbridge,Bruce Rogers N.D.P./N.P.D.,7721,15.11
Clarington--Scugog--Uxbridge,Virginia Ervin Green Party/Parti Vert,2085,4.08
Clarington--Scugog--Uxbridge,Durk Bruinsma Christian Heritage Party/Parti de l'Héritage Chrétien,915,1.79
Davenport,Mario Silva Liberal/Libéral,16773,50.69
Davenport,Rui Pires N.D.P./N.P.D.,11292,34.13
Davenport,Theresa Rodrigues Conservative/conservateur,3077,9.3
Davenport,Mark O'Brien Green Party/Parti Vert,1384,4.18
Davenport,Elmer Gale Marijuana Party/Parti Marijuana,251,0.76
Davenport,Johan Boyden Communist/Communiste,137,0.41
Davenport,John Riddell Canadian Action/Action canadienne,97,0.29
Davenport,Sarah Thompson Marxist-Leninist/Marxiste-Léniniste,79,0.24
Don Valley East/Don Valley-Est,Yasmin Ratansi Liberal/Libéral,21864,54.62
Don Valley East/Don Valley-Est,David Johnson Conservative/conservateur,11206,27.99
Don Valley East/Don Valley-Est,Valerie Mah N.D.P./N.P.D.,5287,13.21
Don Valley East/Don Valley-Est,Dan King Green Party/Parti Vert,1172,2.93
Don Valley East/Don Valley-Est,Ryan Kidd Christian Heritage Party/Parti de l'Héritage Chrétien,351,0.88
Don Valley East/Don Valley-Est,Christopher Black Communist/Communiste,149,0.37
Don Valley West/Don Valley-Ouest,John Godfrey ** Liberal/Libéral,30615,59.79
Don Valley West/Don Valley-Ouest,David Turnbull Conservative/conservateur,14495,28.31
Don Valley West/Don Valley-Ouest,David Thomas N.D.P./N.P.D.,4393,8.58
Don Valley West/Don Valley-Ouest,Serge Abbat Green Party/Parti Vert,1703,3.33
Dufferin--Caledon,David Tilson Conservative/conservateur,19270,42.81
Dufferin--Caledon,Murray Calder ** Liberal/Libéral,17557,39
Dufferin--Caledon,Ted Alexander Green Party/Parti Vert,3947,8.77
Dufferin--Caledon,Rita Landry N.D.P./N.P.D.,3798,8.44
Dufferin--Caledon,Ursula Ellis Christian Heritage Party/Parti de l'Héritage Chrétien,443,0.98
Eglinton--Lawrence,Joseph Volpe ** Liberal/Libéral,28360,60.24
Eglinton--Lawrence,Bernie Tanz Conservative/conservateur,11792,25.05
Eglinton--Lawrence,Max Silverman N.D.P./N.P.D.,4886,10.38
Eglinton--Lawrence,Shel Goldstein Green Party/Parti Vert,1924,4.09
Eglinton--Lawrence,Corrinne Prévost Canadian Action/Action canadienne,115,0.24
Elgin--Middlesex--London,Joe Preston Conservative/conservateur,20333,43.84
Elgin--Middlesex--London,Gar Knutson ** Liberal/Libéral,15860,34.2
Elgin--Middlesex--London,Tim McCallum N.D.P./N.P.D.,6763,14.58
Elgin--Middlesex--London,Julie-Ann Stodolny Green Party/Parti Vert,2033,4.38
Elgin--Middlesex--London,Ken DeVries Christian Heritage Party/Parti de l'Héritage Chrétien,1246,2.69
Elgin--Middlesex--London,Will Arlow Canadian Action/Action canadienne,146,0.31
Essex,Jeff Watson Conservative/conservateur,18755,36.57
Essex,Susan Whelan ** Liberal/Libéral,17926,34.95
Essex,David Tremblay N.D.P./N.P.D.,12519,24.41
Essex,Paul Forman Green Party/Parti Vert,1981,3.86
Essex,Robert A. Cruise Marxist-Leninist/Marxiste-Léniniste,105,0.2
Etobicoke Centre/Etobicoke-Centre,Borys Wrzesnewskyj Liberal/Libéral,30441,58.28
Etobicoke Centre/Etobicoke-Centre,Lida Preyma Conservative/conservateur,14829,28.39
Etobicoke Centre/Etobicoke-Centre,John Richmond N.D.P./N.P.D.,5174,9.91
Etobicoke Centre/Etobicoke-Centre,Margo Pearson Green Party/Parti Vert,1676,3.21
Etobicoke Centre/Etobicoke-Centre,France Tremblay Marxist-Leninist/Marxiste-Léniniste,112,0.21
Etobicoke--Lakeshore,Jean Augustine ** Liberal/Libéral,24909,50.24
Etobicoke--Lakeshore,John Capobianco Conservative/conservateur,15159,30.58
Etobicoke--Lakeshore,Margaret Anne McHugh N.D.P./N.P.D.,7179,14.48
Etobicoke--Lakeshore,John Huculiak Green Party/Parti Vert,2201,4.44
Etobicoke--Lakeshore,Janice Murray Marxist-Leninist/Marxiste-Léniniste,129,0.26
Etobicoke North/Etobicoke-Nord,Roy Cullen ** Liberal/Libéral,19450,63.32
Etobicoke North/Etobicoke-Nord,Rupinder Nannar Conservative/conservateur,5737,18.68
Etobicoke North/Etobicoke-Nord,Cesar Martello N.D.P./N.P.D.,3761,12.24
Etobicoke North/Etobicoke-Nord,William Ubbens Christian Heritage Party/Parti de l'Héritage Chrétien,661,2.15
Etobicoke North/Etobicoke-Nord,Mir Kamal Green Party/Parti Vert,605,1.97
Etobicoke North/Etobicoke-Nord,George Szebik Independent/Indépendant,309,1.01
Etobicoke North/Etobicoke-Nord,Anna Di Carlo Marxist-Leninist/Marxiste-Léniniste,195,0.63
Glengarry--Prescott--Russell,Don Boudria ** Liberal/Libéral,23921,47.86
Glengarry--Prescott--Russell,Alain Lalonde Conservative/conservateur,18729,37.47
Glengarry--Prescott--Russell,Martin Cauvier N.D.P./N.P.D.,4238,8.48
