district	district_name	results_type	surname	given_name	party	votes	percent_votes	rejected_ballots	total_ballots
35043	King--Vaughan	preliminary	Roberts	Anna	Conservative	27454	43.4	0	63199
35043	King--Vaughan	preliminary	Schulte	Deb	Liberal	28365	44.9	0	63199
35043	King--Vaughan	preliminary	Strgacic	Anton	People's Party	725	1.1	0	63199
35043	King--Vaughan	validated	Bernardo-Ciddio	Emilio	NDP-New Democratic Party	4297	6.7	598	64446
35043	King--Vaughan	validated	Raney	Ann	Green Party	2511	3.9	598	64446
35043	King--Vaughan	validated	Roberts	Anna	Conservative	27584	43.2	598	64446
35043	King--Vaughan	validated	Schulte	Deb	Liberal	28725	45	598	64446
35043	King--Vaughan	validated	Strgacic	Anton	People's Party	731	1.1	598	64446
35044	Kingston and the Islands	preliminary	Brooke	Andy	People's Party	1717	2.6	0	66672
35044	Kingston and the Islands	preliminary	Christmas	Candice	Green Party	5867	8.8	0	66672
35044	Kingston and the Islands	preliminary	Gerretsen	Mark	Liberal	30688	46	0	66672
35044	Kingston and the Islands	preliminary	Walker	Barrington	NDP-New Democratic Party	15592	23.4	0	66672
35044	Kingston and the Islands	preliminary	Yakoviychuk	Ruslan	Conservative	12808	19.2	0	66672
35044	Kingston and the Islands	validated	Brooke	Andy	People's Party	1769	2.6	484	68677
35044	Kingston and the Islands	validated	Christmas	Candice	Green Party	6059	8.9	484	68677
35044	Kingston and the Islands	validated	Gerretsen	Mark	Liberal	31205	45.8	484	68677
35044	Kingston and the Islands	validated	Walker	Barrington	NDP-New Democratic Party	15856	23.3	484	68677
35044	Kingston and the Islands	validated	Yakoviychuk	Ruslan	Conservative	13304	19.5	484	68677
35045	Kitchener Centre	preliminary	Bernier	Patrick	People's Party	1027	1.9	0	54659
35045	Kitchener Centre	preliminary	Moraga	Andrew	NDP-New Democratic Party	6093	11.1	0	54659
35045	Kitchener Centre	preliminary	Morrice	Mike	Green Party	14215	26	0	54659
35045	Kitchener Centre	preliminary	Papenburg	Ellen	Animal Protection Party	199	0.4	0	54659
35045	Kitchener Centre	preliminary	Saini	Raj	Liberal	20014	36.6	0	54659
35045	Kitchener Centre	preliminary	Woodworth	Stephen	Conservative	13111	24	0	54659
35045	Kitchener Centre	validated	Bernier	Patrick	People's Party	1033	1.9	465	55839
35045	Kitchener Centre	validated	Moraga	Andrew	NDP-New Democratic Party	6238	11.3	465	55839
35045	Kitchener Centre	validated	Morrice	Mike	Green Party	14394	26	465	55839
35045	Kitchener Centre	validated	Papenburg	Ellen	Animal Protection Party	202	0.4	465	55839
35045	Kitchener Centre	validated	Saini	Raj	Liberal	20316	36.7	465	55839
35045	Kitchener Centre	validated	Woodworth	Stephen	Conservative	13191	23.8	465	55839
35046	Kitchener--Conestoga	preliminary	Albrecht	Harold	Conservative	19833	39.1	0	50763
35046	Kitchener--Conestoga	preliminary	De Wet	Riani	NDP-New Democratic Party	5152	10.1	0	50763
35046	Kitchener--Conestoga	preliminary	Goertz	Stephanie	Green Party	4889	9.6	0	50763
35046	Kitchener--Conestoga	preliminary	Louis	Tim	Liberal	20106	39.6	0	50763
35046	Kitchener--Conestoga	preliminary	Wallar	Koltyn	People's Party	783	1.5	0	50763
35046	Kitchener--Conestoga	validated	Albrecht	Harold	Conservative	20115	39	361	51896
35046	Kitchener--Conestoga	validated	De Wet	Riani	NDP-New Democratic Party	5204	10.1	361	51896
35046	Kitchener--Conestoga	validated	Goertz	Stephanie	Green Party	4946	9.6	361	51896
35046	Kitchener--Conestoga	validated	Louis	Tim	Liberal	20480	39.7	361	51896
35046	Kitchener--Conestoga	validated	Wallar	Koltyn	People's Party	790	1.5	361	51896
35047	Kitchener South--Hespeler	preliminary	Baetz	Elaine	ML	56	0.1	0	51694
35047	Kitchener South--Hespeler	preliminary	Correia	Matthew	VCP	90	0.2	0	51694
35047	Kitchener South--Hespeler	preliminary	Keeso	Alan	Conservative	17359	33.6	0	51694
35047	Kitchener South--Hespeler	preliminary	Rahimi	Wasai	NDP-New Democratic Party	6853	13.3	0	51694
35047	Kitchener South--Hespeler	preliminary	Tabbara	Marwan	Liberal	20732	40.1	0	51694
35047	Kitchener South--Hespeler	preliminary	Todd	Joseph	People's Party	995	1.9	0	51694
35047	Kitchener South--Hespeler	preliminary	Weber	David	Green Party	5609	10.9	0	51694
35047	Kitchener South--Hespeler	validated	Baetz	Elaine	ML	56	0.1	395	52628
35047	Kitchener South--Hespeler	validated	Correia	Matthew	VCP	90	0.2	395	52628
35047	Kitchener South--Hespeler	validated	Keeso	Alan	Conservative	17480	33.5	395	52628
35047	Kitchener South--Hespeler	validated	Rahimi	Wasai	NDP-New Democratic Party	6945	13.3	395	52628
35047	Kitchener South--Hespeler	validated	Tabbara	Marwan	Liberal	20986	40.2	395	52628
35047	Kitchener South--Hespeler	validated	Todd	Joseph	People's Party	1005	1.9	395	52628
35047	Kitchener South--Hespeler	validated	Weber	David	Green Party	5671	10.9	395	52628
35048	Lambton--Kent--Middlesex	preliminary	Atkins	Bria	People's Party	1794	3.1	0	57864
35048	Lambton--Kent--Middlesex	preliminary	Lalande	Rob	VCP	324	0.6	0	57864
35048	Lambton--Kent--Middlesex	preliminary	Li	Anthony	Green Party	3406	5.9	0	57864
35048	Lambton--Kent--Middlesex	preliminary	McCormick	Jesse	Liberal	14638	25.3	0	57864
35048	Lambton--Kent--Middlesex	preliminary	Mclay	Dylan	NDP-New Democratic Party	9213	15.9	0	57864
35048	Lambton--Kent--Middlesex	preliminary	Rood	Lianne	Conservative	28489	49.2	0	57864
35048	Lambton--Kent--Middlesex	validated	Atkins	Bria	People's Party	1804	3.1	434	58846
35048	Lambton--Kent--Middlesex	validated	Lalande	Rob	VCP	325	0.6	434	58846
35048	Lambton--Kent--Middlesex	validated	Li	Anthony	Green Party	3463	5.9	434	58846
35048	Lambton--Kent--Middlesex	validated	McCormick	Jesse	Liberal	14814	25.4	434	58846
35048	Lambton--Kent--Middlesex	validated	Mclay	Dylan	NDP-New Democratic Party	9355	16	434	58846
35048	Lambton--Kent--Middlesex	validated	Rood	Lianne	Conservative	28651	49	434	58846
35049	Lanark--Frontenac--Kingston	preliminary	Barton	Matthew	People's Party	1089	1.8	0	60868
35049	Lanark--Frontenac--Kingston	preliminary	Kennedy	Kayley	Liberal	14926	24.5	0	60868
35049	Lanark--Frontenac--Kingston	preliminary	Kotze	Stephen	Green Party	6770	11.1	0	60868
35049	Lanark--Frontenac--Kingston	preliminary	Reid	Scott	Conservative	29405	48.3	0	60868
35049	Lanark--Frontenac--Kingston	preliminary	Schilling	Satinka	NDP-New Democratic Party	8678	14.3	0	60868
35049	Lanark--Frontenac--Kingston	validated	Barton	Matthew	People's Party	1117	1.8	434	62915
35049	Lanark--Frontenac--Kingston	validated	Kennedy	Kayley	Liberal	15441	24.7	434	62915
35049	Lanark--Frontenac--Kingston	validated	Kotze	Stephen	Green Party	7011	11.2	434	62915
35049	Lanark--Frontenac--Kingston	validated	Reid	Scott	Conservative	30077	48.1	434	62915
35049	Lanark--Frontenac--Kingston	validated	Schilling	Satinka	NDP-New Democratic Party	8835	14.1	434	62915
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	preliminary	Barrett	Michael	Conservative	28435	49.2	0	57799
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	preliminary	Bennett	Josh	Liberal	15266	26.4	0	57799
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	preliminary	Hindle	Evan	People's Party	978	1.7	0	57799
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	preliminary	Rekmans	Lorraine	Green Party	5049	8.7	0	57799
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	preliminary	Taylor	Michelle	NDP-New Democratic Party	8071	14	0	57799
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	validated	Barrett	Michael	Conservative	28630	49	479	58932
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	validated	Bennett	Josh	Liberal	15482	26.5	479	58932
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	validated	Hindle	Evan	People's Party	988	1.7	479	58932
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	validated	Rekmans	Lorraine	Green Party	5152	8.8	479	58932
35050	Leeds-Grenville-Thousand Islands and Rideau Lakes	validated	Taylor	Michelle	NDP-New Democratic Party	8201	14	479	58932
35051	London--Fanshawe	preliminary	Campbell	Stephen	Independent	297	0.5	0	54933
35051	London--Fanshawe	preliminary	Cull	Tom	Green Party	2750	5	0	54933
35051	London--Fanshawe	preliminary	Hammoud	Mohamed	Liberal	14679	26.7	0	54933
35051	London--Fanshawe	preliminary	Kosoian	Bela	People's Party	1121	2	0	54933
35051	London--Fanshawe	preliminary	Mathyssen	Lindsay	NDP-New Democratic Party	22450	40.9	0	54933
35051	London--Fanshawe	preliminary	van Holst	Michael	Conservative	13636	24.8	0	54933
35051	London--Fanshawe	validated	Campbell	Stephen	Independent	297	0.5	518	56093
35051	London--Fanshawe	validated	Cull	Tom	Green Party	2781	5	518	56093
35051	London--Fanshawe	validated	Hammoud	Mohamed	Liberal	14924	26.9	518	56093
35051	London--Fanshawe	validated	Kosoian	Bela	People's Party	1132	2	518	56093
35051	London--Fanshawe	validated	Mathyssen	Lindsay	NDP-New Democratic Party	22671	40.8	518	56093
35051	London--Fanshawe	validated	van Holst	Michael	Conservative	13770	24.8	518	56093
35052	London North Centre	preliminary	Bokhari	Sarah	Conservative	14291	23.9	0	59777
35052	London North Centre	preliminary	Dyck	Carol	Green Party	4509	7.5	0	59777
35052	London North Centre	preliminary	Fragiskatos	Peter	Liberal	25496	42.7	0	59777
35052	London North Centre	preliminary	Mansur	Salim	People's Party	1432	2.4	0	59777
35052	London North Centre	preliminary	Prout	Dirka	NDP-New Democratic Party	13924	23.3	0	59777
35052	London North Centre	preliminary	Sorrenti	Clara	Communist	125	0.2	0	59777
35052	London North Centre	validated	Bokhari	Sarah	Conservative	15066	23.6	493	64234
35052	London North Centre	validated	Dyck	Carol	Green Party	4872	7.6	493	64234
35052	London North Centre	validated	Fragiskatos	Peter	Liberal	27247	42.7	493	64234
35052	London North Centre	validated	Mansur	Salim	People's Party	1532	2.4	493	64234
35052	London North Centre	validated	Prout	Dirka	NDP-New Democratic Party	14887	23.4	493	64234
35052	London North Centre	validated	Sorrenti	Clara	Communist	137	0.2	493	64234
35053	London West	preliminary	Boudreau	Jacques	Libertarian	524	0.7	0	70234
35053	London West	preliminary	Hodge	Mary Ann	Green Party	3767	5.4	0	70234
35053	London West	preliminary	Lewkowitz	Shawna	NDP-New Democratic Party	15010	21.4	0	70234
35053	London West	preliminary	Mcmullen	Mike	People's Party	1161	1.7	0	70234
35053	London West	preliminary	Snelgrove	Liz	Conservative	19718	28.1	0	70234
35053	London West	preliminary	Young	Kate	Liberal	30054	42.8	0	70234
35053	London West	validated	Boudreau	Jacques	Libertarian	523	0.7	496	71769
35053	London West	validated	Hodge	Mary Ann	Green Party	3827	5.4	496	71769
35053	London West	validated	Lewkowitz	Shawna	NDP-New Democratic Party	15220	21.4	496	71769
35053	London West	validated	Mcmullen	Mike	People's Party	1171	1.6	496	71769
35053	London West	validated	Snelgrove	Liz	Conservative	19910	27.9	496	71769
35053	London West	validated	Young	Kate	Liberal	30622	43	496	71769
35054	Markham--Stouffville	preliminary	Antony	Theodore	Conservative	19570	30.7	0	63654
35054	Markham--Stouffville	preliminary	Berman	Hal	NDP-New Democratic Party	4013	6.3	0	63654
35054	Markham--Stouffville	preliminary	Jaczek	Helena	Liberal	24743	38.9	0	63654
35054	Markham--Stouffville	preliminary	Lin	Jeremy	People's Party	531	0.8	0	63654
35054	Markham--Stouffville	preliminary	Long	Roy	Green Party	1581	2.5	0	63654
35054	Markham--Stouffville	preliminary	Philpott	Jane	Independent	13216	20.8	0	63654
35054	Markham--Stouffville	validated	Antony	Theodore	Conservative	19703	30.6	623	65011
35054	Markham--Stouffville	validated	Berman	Hal	NDP-New Democratic Party	4132	6.4	623	65011
35054	Markham--Stouffville	validated	Jaczek	Helena	Liberal	25055	38.9	623	65011
35054	Markham--Stouffville	validated	Lin	Jeremy	People's Party	537	0.8	623	65011
35054	Markham--Stouffville	validated	Long	Roy	Green Party	1621	2.5	623	65011
35054	Markham--Stouffville	validated	Philpott	Jane	Independent	13340	20.7	623	65011
35055	Markham--Thornhill	preliminary	Macwan	Josephbai	Independent	281	0.6	0	44330
35055	Markham--Thornhill	preliminary	Ng	Mary	Liberal	23826	53.7	0	44330
35055	Markham--Thornhill	preliminary	Remedios	Peter	People's Party	356	0.8	0	44330
35055	Markham--Thornhill	preliminary	Sahbaz	Paul	NDP-New Democratic Party	3248	7.3	0	44330
35055	Markham--Thornhill	preliminary	Williams	Chris	Green Party	1218	2.7	0	44330
35055	Markham--Thornhill	preliminary	Yuan	Alex	Conservative	15401	34.7	0	44330
35055	Markham--Thornhill	validated	Macwan	Josephbai	Independent	277	0.6	445	45195
35055	Markham--Thornhill	validated	Ng	Mary	Liberal	24124	53.9	445	45195
35055	Markham--Thornhill	validated	Remedios	Peter	People's Party	358	0.8	445	45195
35055	Markham--Thornhill	validated	Sahbaz	Paul	NDP-New Democratic Party	3264	7.3	445	45195
35055	Markham--Thornhill	validated	Williams	Chris	Green Party	1253	2.8	445	45195
35055	Markham--Thornhill	validated	Yuan	Alex	Conservative	15474	34.6	445	45195
35056	Markham--Unionville	preliminary	Chung	Sarah	People's Party	863	1.6	0	52464
35056	Markham--Unionville	preliminary	Hines	Gregory	NDP-New Democratic Party	3393	6.5	0	52464
35056	Markham--Unionville	preliminary	Ho	Alan	Liberal	20019	38.2	0	52464
35056	Markham--Unionville	preliminary	Kao	Elvin	Green Party	2318	4.4	0	52464
35056	Markham--Unionville	preliminary	Saroya	Bob	Conservative	25871	49.3	0	52464
35056	Markham--Unionville	validated	Chung	Sarah	People's Party	861	1.6	523	53919
35056	Markham--Unionville	validated	Hines	Gregory	NDP-New Democratic Party	3524	6.6	523	53919
35056	Markham--Unionville	validated	Ho	Alan	Liberal	20484	38.4	523	53919
35056	Markham--Unionville	validated	Kao	Elvin	Green Party	2394	4.5	523	53919
35056	Markham--Unionville	validated	Saroya	Bob	Conservative	26133	48.9	523	53919
35057	Milton	preliminary	Dastur	Percy	People's Party	610	1	0	59005
35057	Milton	preliminary	Hassan	Farina	NDP-New Democratic Party	3761	6.4	0	59005
35057	Milton	preliminary	Hayward	Eleanor	Green Party	2713	4.6	0	59005
35057	Milton	preliminary	Raitt	Lisa	Conservative	21454	36.4	0	59005
35057	Milton	preliminary	van Koeverden	Adam	Liberal	30467	51.6	0	59005
35057	Milton	validated	Dastur	Percy	People's Party	613	1	379	60058
35057	Milton	validated	Hassan	Farina	NDP-New Democratic Party	3851	6.5	379	60058
35057	Milton	validated	Hayward	Eleanor	Green Party	2769	4.6	379	60058
35057	Milton	validated	Raitt	Lisa	Conservative	21564	36.1	379	60058
35057	Milton	validated	van Koeverden	Adam	Liberal	30882	51.7	379	60058
35058	Mississauga Centre	preliminary	Alghabra	Omar	Liberal	29472	55.7	0	52948
35058	Mississauga Centre	preliminary	Micalef	David	People's Party	825	1.6	0	52948
35058	Mississauga Centre	preliminary	Mikael	Milad	Conservative	15758	29.8	0	52948
35058	Mississauga Centre	preliminary	Reinoso	Hugo	Green Party	1617	3.1	0	52948
35058	Mississauga Centre	preliminary	Vezina	Greg	Independent	251	0.5	0	52948
35058	Mississauga Centre	preliminary	Walji	Sarah	NDP-New Democratic Party	5025	9.5	0	52948
35058	Mississauga Centre	validated	Alghabra	Omar	Liberal	29974	55.8	475	54231
35058	Mississauga Centre	validated	Micalef	David	People's Party	837	1.6	475	54231
35058	Mississauga Centre	validated	Mikael	Milad	Conservative	15874	29.5	475	54231
35058	Mississauga Centre	validated	Reinoso	Hugo	Green Party	1646	3.1	475	54231
35058	Mississauga Centre	validated	Vezina	Greg	Independent	252	0.5	475	54231
35058	Mississauga Centre	validated	Walji	Sarah	NDP-New Democratic Party	5173	9.6	475	54231
35059	Mississauga East--Cooksville	preliminary	Di Carlo	Anna	ML	178	0.3	0	51079
35059	Mississauga East--Cooksville	preliminary	Fonseca	Peter	Liberal	27058	53	0	51079
35059	Mississauga East--Cooksville	preliminary	Lizon	Wladyslaw	Conservative	17237	33.7	0	51079
35059	Mississauga East--Cooksville	preliminary	Rasheed	Maha	Green Party	1530	3	0	51079
35059	Mississauga East--Cooksville	preliminary	Rizvi	Syed	People's Party	624	1.2	0	51079
35059	Mississauga East--Cooksville	preliminary	Takacs	Tom	NDP-New Democratic Party	4452	8.7	0	51079
35059	Mississauga East--Cooksville	validated	Di Carlo	Anna	ML	178	0.3	483	53106
35059	Mississauga East--Cooksville	validated	Fonseca	Peter	Liberal	27923	53.1	483	53106
35059	Mississauga East--Cooksville	validated	Lizon	Wladyslaw	Conservative	17664	33.6	483	53106
35059	Mississauga East--Cooksville	validated	Rasheed	Maha	Green Party	1578	3	483	53106
35059	Mississauga East--Cooksville	validated	Rizvi	Syed	People's Party	637	1.2	483	53106
35059	Mississauga East--Cooksville	validated	Takacs	Tom	NDP-New Democratic Party	4643	8.8	483	53106
35060	Mississauga--Erin Mills	preliminary	Alsabagh	Hazar	People's Party	650	1.1	0	57954
35060	Mississauga--Erin Mills	preliminary	Boscarino-Gaetano	Remo	Green Party	2156	3.7	0	57954
35060	Mississauga--Erin Mills	preliminary	Khalid	Iqra	Liberal	30894	53.3	0	57954
35060	Mississauga--Erin Mills	preliminary	Tariq	Salman	NDP-New Democratic Party	5149	8.9	0	57954
35060	Mississauga--Erin Mills	preliminary	Tawfilis	Hani	Conservative	19105	33	0	57954
35060	Mississauga--Erin Mills	validated	Alsabagh	Hazar	People's Party	648	1.1	637	58899
35060	Mississauga--Erin Mills	validated	Boscarino-Gaetano	Remo	Green Party	2147	3.7	637	58899
35060	Mississauga--Erin Mills	validated	Khalid	Iqra	Liberal	31181	53.5	637	58899
35060	Mississauga--Erin Mills	validated	Tariq	Salman	NDP-New Democratic Party	5236	9	637	58899
35060	Mississauga--Erin Mills	validated	Tawfilis	Hani	Conservative	19050	32.7	637	58899
35061	Mississauga--Lakeshore	preliminary	Ambler	Stella	Conservative	22573	37.5	0	60129
35061	Mississauga--Lakeshore	preliminary	Darby	Carlton	UPC	96	0.2	0	60129
35061	Mississauga--Lakeshore	preliminary	Laughton	Adam	NDP-New Democratic Party	4979	8.3	0	60129
35061	Mississauga--Lakeshore	preliminary	Spengemann	Sven	Liberal	28994	48.2	0	60129
35061	Mississauga--Lakeshore	preliminary	Trentelman	Cynthia	Green Party	2756	4.6	0	60129
35061	Mississauga--Lakeshore	preliminary	Vizitiu	Eugen	People's Party	731	1.2	0	60129
35061	Mississauga--Lakeshore	validated	Ambler	Stella	Conservative	22740	37.3	407	61406
35061	Mississauga--Lakeshore	validated	Darby	Carlton	UPC	99	0.2	407	61406
35061	Mississauga--Lakeshore	validated	Laughton	Adam	NDP-New Democratic Party	5103	8.4	407	61406
35061	Mississauga--Lakeshore	validated	Spengemann	Sven	Liberal	29526	48.4	407	61406
35061	Mississauga--Lakeshore	validated	Trentelman	Cynthia	Green Party	2814	4.6	407	61406
35061	Mississauga--Lakeshore	validated	Vizitiu	Eugen	People's Party	717	1.2	407	61406
35062	Mississauga--Malton	preliminary	Bains	Navdeep	Liberal	27501	57.4	0	47893
35062	Mississauga--Malton	preliminary	Buchanan	Prudence	UPC	320	0.7	0	47893
35062	Mississauga--Malton	preliminary	Chilelli	Frank	ML	89	0.2	0	47893
35062	Mississauga--Malton	preliminary	Clarke	Nikki	NDP-New Democratic Party	5953	12.4	0	47893
35062	Mississauga--Malton	preliminary	Gora	Tahir	People's Party	364	0.8	0	47893
35062	Mississauga--Malton	preliminary	Porter	Christina	Green Party	1218	2.5	0	47893
35062	Mississauga--Malton	preliminary	Varughese	Tom	Conservative	12448	26	0	47893
35062	Mississauga--Malton	validated	Bains	Navdeep	Liberal	27890	57.5	500	49037
35062	Mississauga--Malton	validated	Buchanan	Prudence	UPC	306	0.6	500	49037
35062	Mississauga--Malton	validated	Chilelli	Frank	ML	90	0.2	500	49037
35062	Mississauga--Malton	validated	Clarke	Nikki	NDP-New Democratic Party	6103	12.6	500	49037
35062	Mississauga--Malton	validated	Gora	Tahir	People's Party	369	0.8	500	49037
35062	Mississauga--Malton	validated	Porter	Christina	Green Party	1251	2.6	500	49037
35062	Mississauga--Malton	validated	Varughese	Tom	Conservative	12528	25.8	500	49037
35063	Mississauga--Streetsville	preliminary	Girguis	Samir	NDP-New Democratic Party	5955	10.3	0	57899
35063	Mississauga--Streetsville	preliminary	Hill	Chris	Green Party	2695	4.7	0	57899
35063	Mississauga--Streetsville	preliminary	McIver	Thomas	People's Party	721	1.2	0	57899
35063	Mississauga--Streetsville	preliminary	Melek	Ghada	Conservative	19227	33.2	0	57899
35063	Mississauga--Streetsville	preliminary	Sikand	Gagan	Liberal	29058	50.2	0	57899
35063	Mississauga--Streetsville	preliminary	Spizzirri	Natalie	Animal Protection Party	243	0.4	0	57899
35063	Mississauga--Streetsville	validated	Girguis	Samir	NDP-New Democratic Party	6036	10.3	437	59202
35063	Mississauga--Streetsville	validated	Hill	Chris	Green Party	2688	4.6	437	59202
35063	Mississauga--Streetsville	validated	McIver	Thomas	People's Party	706	1.2	437	59202
35063	Mississauga--Streetsville	validated	Melek	Ghada	Conservative	19474	33.1	437	59202
35063	Mississauga--Streetsville	validated	Sikand	Gagan	Liberal	29618	50.4	437	59202
35063	Mississauga--Streetsville	validated	Spizzirri	Natalie	Animal Protection Party	243	0.4	437	59202
35064	Nepean	preliminary	Ansari	Zaff	NDP-New Democratic Party	8852	13	0	68191
35064	Nepean	preliminary	Arya	Chandra	Liberal	31098	45.6	0	68191
35064	Nepean	preliminary	Cooke	Jean-Luc	Green Party	4347	6.4	0	68191
35064	Nepean	preliminary	Hooda	Azim	People's Party	719	1.1	0	68191
35064	Nepean	preliminary	St. Louis	Brian	Conservative	22849	33.5	0	68191
35064	Nepean	preliminary	Wang	Dustan	Communist	326	0.5	0	68191
35064	Nepean	validated	Ansari	Zaff	NDP-New Democratic Party	9104	13.1	407	69990
35064	Nepean	validated	Arya	Chandra	Liberal	31933	45.9	407	69990
35064	Nepean	validated	Cooke	Jean-Luc	Green Party	4379	6.3	407	69990
35064	Nepean	validated	Hooda	Azim	People's Party	687	1	407	69990
35064	Nepean	validated	St. Louis	Brian	Conservative	23320	33.5	407	69990
35064	Nepean	validated	Wang	Dustan	Communist	160	0.2	407	69990
35065	Newmarket--Aurora	preliminary	Bauer	Walter	Green Party	3437	5.7	0	60468
35065	Newmarket--Aurora	preliminary	Baxter	Dorian	PC Party	898	1.5	0	60468
35065	Newmarket--Aurora	preliminary	Brown	Lois	Conservative	23079	38.2	0	60468
35065	Newmarket--Aurora	preliminary	Goble	Laurie	Parti Rhinocéros Party	101	0.2	0	60468
35065	Newmarket--Aurora	preliminary	Kelly	Yvonne	NDP-New Democratic Party	6418	10.6	0	60468
35065	Newmarket--Aurora	preliminary	McCaughtrie	Andrew	People's Party	578	1	0	60468
35065	Newmarket--Aurora	preliminary	Van Bynen	Tony	Liberal	25957	42.9	0	60468
35065	Newmarket--Aurora	validated	Bauer	Walter	Green Party	3551	5.8	424	61884
35065	Newmarket--Aurora	validated	Baxter	Dorian	PC Party	901	1.5	424	61884
35065	Newmarket--Aurora	validated	Brown	Lois	Conservative	23252	37.8	424	61884
35065	Newmarket--Aurora	validated	Goble	Laurie	Parti Rhinocéros Party	104	0.2	424	61884
35065	Newmarket--Aurora	validated	Kelly	Yvonne	NDP-New Democratic Party	6576	10.7	424	61884
35065	Newmarket--Aurora	validated	McCaughtrie	Andrew	People's Party	588	1	424	61884
35065	Newmarket--Aurora	validated	Van Bynen	Tony	Liberal	26488	43.1	424	61884
35066	Niagara Centre	preliminary	Allen	Malcolm	NDP-New Democratic Party	15358	26.7	0	57510
35066	Niagara Centre	preliminary	Badawey	Vance	Liberal	20109	35	0	57510
35066	Niagara Centre	preliminary	Bylsma	Nic	Christian Heritage Party	306	0.5	0	57510
35066	Niagara Centre	preliminary	Jeffs	April	Conservative	17895	31.1	0	57510
35066	Niagara Centre	preliminary	Sainz-Nieto	Andrew	People's Party	768	1.3	0	57510
35066	Niagara Centre	preliminary	Tomaino	Michael	Green Party	2999	5.2	0	57510
35066	Niagara Centre	preliminary	Walker	Robert	ML	75	0.1	0	57510
35066	Niagara Centre	validated	Allen	Malcolm	NDP-New Democratic Party	15469	26.7	539	58502
35066	Niagara Centre	validated	Badawey	Vance	Liberal	20292	35	539	58502
35066	Niagara Centre	validated	Bylsma	Nic	Christian Heritage Party	308	0.5	539	58502
35066	Niagara Centre	validated	Jeffs	April	Conservative	17987	31	539	58502
35066	Niagara Centre	validated	Sainz-Nieto	Andrew	People's Party	776	1.3	539	58502
35066	Niagara Centre	validated	Tomaino	Michael	Green Party	3054	5.3	539	58502
35066	Niagara Centre	validated	Walker	Robert	ML	77	0.1	539	58502
35067	Niagara Falls	preliminary	Baldinelli	Tony	Conservative	24266	35.6	0	68111
35067	Niagara Falls	preliminary	Barker	Brian	NDP-New Democratic Party	12264	18	0	68111
35067	Niagara Falls	preliminary	Kaiser	Andrea	Liberal	22079	32.4	0	68111
35067	Niagara Falls	preliminary	O'Connor	Sandra	Green Party	3296	4.8	0	68111
35067	Niagara Falls	preliminary	O'Connor	Tricia	Christian Heritage Party	353	0.5	0	68111
35067	Niagara Falls	preliminary	Strange	Mike	Independent	4913	7.2	0	68111
35067	Niagara Falls	preliminary	Taylor	Alexander	People's Party	940	1.4	0	68111
35067	Niagara Falls	validated	Baldinelli	Tony	Conservative	24751	35.5	636	70370
35067	Niagara Falls	validated	Barker	Brian	NDP-New Democratic Party	12566	18	636	70370
35067	Niagara Falls	validated	Kaiser	Andrea	Liberal	22690	32.5	636	70370
35067	Niagara Falls	validated	O'Connor	Sandra	Green Party	3404	4.9	636	70370
35067	Niagara Falls	validated	O'Connor	Tricia	Christian Heritage Party	358	0.5	636	70370
35067	Niagara Falls	validated	Strange	Mike	Independent	4997	7.2	636	70370
35067	Niagara Falls	validated	Taylor	Alexander	People's Party	968	1.4	636	70370
35068	Niagara West	preliminary	Allison	Dean	Conservative	23973	45.5	0	52682
35068	Niagara West	preliminary	Bingham	Ian	Liberal	16986	32.2	0	52682
35068	Niagara West	preliminary	Jonker	Harold	Christian Heritage Party	993	1.9	0	52682
35068	Niagara West	preliminary	Morton	Miles	People's Party	847	1.6	0	52682
35068	Niagara West	preliminary	Rahman	Nameer	NDP-New Democratic Party	6388	12.1	0	52682
35068	Niagara West	preliminary	Teather	Terry	Green Party	3495	6.6	0	52682
35068	Niagara West	validated	Allison	Dean	Conservative	24447	45.3	252	54176
35068	Niagara West	validated	Bingham	Ian	Liberal	17429	32.3	252	54176
35068	Niagara West	validated	Jonker	Harold	Christian Heritage Party	1019	1.9	252	54176
35068	Niagara West	validated	Morton	Miles	People's Party	869	1.6	252	54176
35068	Niagara West	validated	Rahman	Nameer	NDP-New Democratic Party	6540	12.1	252	54176
35068	Niagara West	validated	Teather	Terry	Green Party	3620	6.7	252	54176
35069	Nickel Belt	preliminary	Laamanen	Aino	Conservative	10281	21.2	0	48524
35069	Nickel Belt	preliminary	Lalonde	Casey	Green Party	2611	5.4	0	48524
35069	Nickel Belt	preliminary	Paavola	Mikko	People's Party	1150	2.4	0	48524
35069	Nickel Belt	preliminary	Paquette	Stef	NDP-New Democratic Party	15564	32.1	0	48524
35069	Nickel Belt	preliminary	Serré	Marc G	Liberal	18918	39	0	48524
35069	Nickel Belt	validated	Laamanen	Aino	Conservative	10343	21.2	298	49146
35069	Nickel Belt	validated	Lalonde	Casey	Green Party	2644	5.4	298	49146
