district	district_name	results_type	surname	given_name	party	votes	percent_votes	rejected_ballots	total_ballots
24063	Rivière-du-Nord	validated	Michaud	Normand	People's Party	407	0.7	1206	61307
24063	Rivière-du-Nord	validated	Ouellette	Myriam	NDP-New Democratic Party	4194	7	1206	61307
24063	Rivière-du-Nord	validated	Riqueur-Lainé	Nicolas	Pour l'Indépendance du Québec	225	0.4	1206	61307
24063	Rivière-du-Nord	validated	St-Gelais	Lucie	Independent	127	0.2	1206	61307
24064	Rosemont--La Petite-Patrie	preliminary	André	Claude	Bloc Québécois	14158	24	0	59016
24064	Rosemont--La Petite-Patrie	preliminary	Boulerice	Alexandre	NDP-New Democratic Party	24951	42.3	0	59016
24064	Rosemont--La Petite-Patrie	preliminary	Desrochers	Gisèle	ML	77	0.1	0	59016
24064	Rosemont--La Petite-Patrie	preliminary	Désy	Jean	Green Party	3485	5.9	0	59016
24064	Rosemont--La Petite-Patrie	preliminary	Hinse	Geneviève	Liberal	14245	24.1	0	59016
24064	Rosemont--La Petite-Patrie	preliminary	Lavoie	Jos Guitare	Parti Rhinocéros Party	342	0.6	0	59016
24064	Rosemont--La Petite-Patrie	preliminary	Pellerin	Bobby	People's Party	285	0.5	0	59016
24064	Rosemont--La Petite-Patrie	preliminary	Raymond	Normand	Communist	85	0.1	0	59016
24064	Rosemont--La Petite-Patrie	preliminary	Sarfati	Johanna	Conservative	1388	2.4	0	59016
24064	Rosemont--La Petite-Patrie	validated	André	Claude	Bloc Québécois	14306	23.8	718	60924
24064	Rosemont--La Petite-Patrie	validated	Boulerice	Alexandre	NDP-New Democratic Party	25575	42.5	718	60924
24064	Rosemont--La Petite-Patrie	validated	Desrochers	Gisèle	ML	80	0.1	718	60924
24064	Rosemont--La Petite-Patrie	validated	Désy	Jean	Green Party	3539	5.9	718	60924
24064	Rosemont--La Petite-Patrie	validated	Hinse	Geneviève	Liberal	14576	24.2	718	60924
24064	Rosemont--La Petite-Patrie	validated	Lavoie	Jos Guitare	Parti Rhinocéros Party	346	0.6	718	60924
24064	Rosemont--La Petite-Patrie	validated	Pellerin	Bobby	People's Party	293	0.5	718	60924
24064	Rosemont--La Petite-Patrie	validated	Raymond	Normand	Communist	86	0.1	718	60924
24064	Rosemont--La Petite-Patrie	validated	Sarfati	Johanna	Conservative	1405	2.3	718	60924
24065	Marc-Aurèle-Fortin	preliminary	Baudelot	Sonia	Conservative	5390	9.7	0	55351
24065	Marc-Aurèle-Fortin	preliminary	Faour	Ali	NDP-New Democratic Party	4618	8.3	0	55351
24065	Marc-Aurèle-Fortin	preliminary	Migliozzi	Emilio	People's Party	494	0.9	0	55351
24065	Marc-Aurèle-Fortin	preliminary	Nitoi	Lizabel	Bloc Québécois	17989	32.5	0	55351
24065	Marc-Aurèle-Fortin	preliminary	Progakis	Elias	Independent	148	0.3	0	55351
24065	Marc-Aurèle-Fortin	preliminary	Robillard	Yves	Liberal	24652	44.5	0	55351
24065	Marc-Aurèle-Fortin	preliminary	Tran Le	Bao	Green Party	2060	3.7	0	55351
24065	Marc-Aurèle-Fortin	validated	Baudelot	Sonia	Conservative	5423	9.7	924	56741
24065	Marc-Aurèle-Fortin	validated	Faour	Ali	NDP-New Democratic Party	4741	8.5	924	56741
24065	Marc-Aurèle-Fortin	validated	Migliozzi	Emilio	People's Party	465	0.8	924	56741
24065	Marc-Aurèle-Fortin	validated	Nitoi	Lizabel	Bloc Québécois	18069	32.4	924	56741
24065	Marc-Aurèle-Fortin	validated	Progakis	Elias	Independent	143	0.3	924	56741
24065	Marc-Aurèle-Fortin	validated	Robillard	Yves	Liberal	24865	44.5	924	56741
24065	Marc-Aurèle-Fortin	validated	Tran Le	Bao	Green Party	2111	3.8	924	56741
24066	Saint-Hyacinthe--Bagot	preliminary	Barré	Bernard	Conservative	8024	14.4	0	55543
24066	Saint-Hyacinthe--Bagot	preliminary	Bélanger	Jean-François	People's Party	484	0.9	0	55543
24066	Saint-Hyacinthe--Bagot	preliminary	Huet-Côté	Sabrina	Green Party	2000	3.6	0	55543
24066	Saint-Hyacinthe--Bagot	preliminary	Sansoucy	Brigitte	NDP-New Democratic Party	10212	18.4	0	55543
24066	Saint-Hyacinthe--Bagot	preliminary	Savard-Tremblay	Simon-Pierre	Bloc Québécois	22995	41.4	0	55543
24066	Saint-Hyacinthe--Bagot	preliminary	Vincelette	René	Liberal	11828	21.3	0	55543
24066	Saint-Hyacinthe--Bagot	validated	Barré	Bernard	Conservative	8062	14.4	1391	57305
24066	Saint-Hyacinthe--Bagot	validated	Bélanger	Jean-François	People's Party	478	0.9	1391	57305
24066	Saint-Hyacinthe--Bagot	validated	Huet-Côté	Sabrina	Green Party	2031	3.6	1391	57305
24066	Saint-Hyacinthe--Bagot	validated	Sansoucy	Brigitte	NDP-New Democratic Party	10297	18.4	1391	57305
24066	Saint-Hyacinthe--Bagot	validated	Savard-Tremblay	Simon-Pierre	Bloc Québécois	23143	41.4	1391	57305
24066	Saint-Hyacinthe--Bagot	validated	Vincelette	René	Liberal	11903	21.3	1391	57305
24067	Saint-Jean	preliminary	Chenail	André-Philippe	Green Party	3056	5	0	61354
24067	Saint-Jean	preliminary	Hivon	Marc	People's Party	391	0.6	0	61354
24067	Saint-Jean	preliminary	Normandin	Christine	Bloc Québécois	27677	45.1	0	61354
24067	Saint-Jean	preliminary	Reeves	Chantal	NDP-New Democratic Party	4711	7.7	0	61354
24067	Saint-Jean	preliminary	Rioux	Jean	Liberal	18767	30.6	0	61354
24067	Saint-Jean	preliminary	Savary	Yvon	Pour l'Indépendance du Québec	286	0.5	0	61354
24067	Saint-Jean	preliminary	Thibert	Martin	Conservative	6466	10.5	0	61354
24067	Saint-Jean	validated	Chenail	André-Philippe	Green Party	3127	5.1	1241	63116
24067	Saint-Jean	validated	Hivon	Marc	People's Party	397	0.6	1241	63116
24067	Saint-Jean	validated	Normandin	Christine	Bloc Québécois	27750	44.8	1241	63116
24067	Saint-Jean	validated	Reeves	Chantal	NDP-New Democratic Party	4794	7.7	1241	63116
24067	Saint-Jean	validated	Rioux	Jean	Liberal	18906	30.6	1241	63116
24067	Saint-Jean	validated	Savary	Yvon	Pour l'Indépendance du Québec	289	0.5	1241	63116
24067	Saint-Jean	validated	Thibert	Martin	Conservative	6612	10.7	1241	63116
24068	Saint-Laurent	preliminary	Boutet	Ginette	ML	71	0.2	0	39629
24068	Saint-Laurent	preliminary	Gallo	Miranda	NDP-New Democratic Party	3976	10	0	39629
24068	Saint-Laurent	preliminary	Kokotsis	Georgia	Green Party	2101	5.3	0	39629
24068	Saint-Laurent	preliminary	Lambropoulos	Emmanuella	Liberal	23272	58.7	0	39629
24068	Saint-Laurent	preliminary	Mikus	Christopher	People's Party	475	1.2	0	39629
24068	Saint-Laurent	preliminary	Miljours	Thérèse	Bloc Québécois	2820	7.1	0	39629
24068	Saint-Laurent	preliminary	Serour	Richard	Conservative	6914	17.4	0	39629
24068	Saint-Laurent	validated	Boutet	Ginette	ML	71	0.2	618	40765
24068	Saint-Laurent	validated	Gallo	Miranda	NDP-New Democratic Party	4065	10.1	618	40765
24068	Saint-Laurent	validated	Kokotsis	Georgia	Green Party	2150	5.4	618	40765
24068	Saint-Laurent	validated	Lambropoulos	Emmanuella	Liberal	23527	58.6	618	40765
24068	Saint-Laurent	validated	Mikus	Christopher	People's Party	484	1.2	618	40765
24068	Saint-Laurent	validated	Miljours	Thérèse	Bloc Québécois	2845	7.1	618	40765
24068	Saint-Laurent	validated	Serour	Richard	Conservative	7005	17.4	618	40765
24069	Saint-Léonard--Saint-Michel	preliminary	Ayala	Paulina	NDP-New Democratic Party	2896	6.4	0	45000
24069	Saint-Léonard--Saint-Michel	preliminary	Colly	Garnet	ML	85	0.2	0	45000
24069	Saint-Léonard--Saint-Michel	preliminary	Di Serio	Tina	People's Party	515	1.1	0	45000
24069	Saint-Léonard--Saint-Michel	preliminary	Guillet	Hassan	Independent	3126	6.9	0	45000
24069	Saint-Léonard--Saint-Michel	preliminary	Lattanzio	Patricia	Liberal	27553	61.2	0	45000
24069	Saint-Léonard--Saint-Michel	preliminary	Maiolo	Ilario	Conservative	5353	11.9	0	45000
24069	Saint-Léonard--Saint-Michel	preliminary	Mougin	Dominique	Bloc Québécois	4324	9.6	0	45000
24069	Saint-Léonard--Saint-Michel	preliminary	Szilagyi	Alessandra	Green Party	1148	2.6	0	45000
24069	Saint-Léonard--Saint-Michel	validated	Ayala	Paulina	NDP-New Democratic Party	2964	6.5	993	46427
24069	Saint-Léonard--Saint-Michel	validated	Colly	Garnet	ML	85	0.2	993	46427
24069	Saint-Léonard--Saint-Michel	validated	Di Serio	Tina	People's Party	501	1.1	993	46427
24069	Saint-Léonard--Saint-Michel	validated	Guillet	Hassan	Independent	3061	6.7	993	46427
24069	Saint-Léonard--Saint-Michel	validated	Lattanzio	Patricia	Liberal	27866	61.3	993	46427
24069	Saint-Léonard--Saint-Michel	validated	Maiolo	Ilario	Conservative	5423	11.9	993	46427
24069	Saint-Léonard--Saint-Michel	validated	Mougin	Dominique	Bloc Québécois	4351	9.6	993	46427
24069	Saint-Léonard--Saint-Michel	validated	Szilagyi	Alessandra	Green Party	1183	2.6	993	46427
24070	Saint-Maurice--Champlain	preliminary	Boisguérin	Barthélémy	NDP-New Democratic Party	3016	5.2	0	58029
24070	Saint-Maurice--Champlain	preliminary	Champagne	François-Philippe	Liberal	22961	39.6	0	58029
24070	Saint-Maurice--Champlain	preliminary	Courchesne	Bruno-Pier	Conservative	9497	16.4	0	58029
24070	Saint-Maurice--Champlain	preliminary	Dufresne	Stéphanie	Green Party	1763	3	0	58029
24070	Saint-Maurice--Champlain	preliminary	Déziel	Julie	People's Party	936	1.6	0	58029
24070	Saint-Maurice--Champlain	preliminary	Morin	Nicole	Bloc Québécois	19856	34.2	0	58029
24070	Saint-Maurice--Champlain	validated	Boisguérin	Barthélémy	NDP-New Democratic Party	3071	5.3	1307	59721
24070	Saint-Maurice--Champlain	validated	Champagne	François-Philippe	Liberal	23104	39.6	1307	59721
24070	Saint-Maurice--Champlain	validated	Courchesne	Bruno-Pier	Conservative	9542	16.3	1307	59721
24070	Saint-Maurice--Champlain	validated	Dufresne	Stéphanie	Green Party	1809	3.1	1307	59721
24070	Saint-Maurice--Champlain	validated	Déziel	Julie	People's Party	938	1.6	1307	59721
24070	Saint-Maurice--Champlain	validated	Morin	Nicole	Bloc Québécois	19950	34.2	1307	59721
24071	Salaberry--Suroît	preliminary	AlShawa	Nahed	Green Party	1970	3.1	0	62568
24071	Salaberry--Suroît	preliminary	Bertrand	Luc	Pour l'Indépendance du Québec	348	0.6	0	62568
24071	Salaberry--Suroît	preliminary	Debellefeuille	Claude	Bloc Québécois	29904	47.8	0	62568
24071	Salaberry--Suroît	preliminary	Faubert	Marc	Liberal	18546	29.6	0	62568
24071	Salaberry--Suroît	preliminary	Gottman	Joan	NDP-New Democratic Party	4966	7.9	0	62568
24071	Salaberry--Suroît	preliminary	Larivière	Cynthia	Conservative	6073	9.7	0	62568
24071	Salaberry--Suroît	preliminary	Savard	Alain	People's Party	761	1.2	0	62568
24071	Salaberry--Suroît	validated	AlShawa	Nahed	Green Party	1997	3.2	1285	64188
24071	Salaberry--Suroît	validated	Bertrand	Luc	Pour l'Indépendance du Québec	342	0.5	1285	64188
24071	Salaberry--Suroît	validated	Debellefeuille	Claude	Bloc Québécois	29975	47.7	1285	64188
24071	Salaberry--Suroît	validated	Faubert	Marc	Liberal	18682	29.7	1285	64188
24071	Salaberry--Suroît	validated	Gottman	Joan	NDP-New Democratic Party	5024	8	1285	64188
24071	Salaberry--Suroît	validated	Larivière	Cynthia	Conservative	6116	9.7	1285	64188
24071	Salaberry--Suroît	validated	Savard	Alain	People's Party	767	1.2	1285	64188
24072	Shefford	preliminary	Breton	Pierre	Liberal	22472	37.1	0	60552
24072	Shefford	preliminary	Clermont	Nathalie	Conservative	7470	12.3	0	60552
24072	Shefford	preliminary	Daviault	Darlène	Pour l'Indépendance du Québec	291	0.5	0	60552
24072	Shefford	preliminary	Larouche	Andréanne	Bloc Québécois	23438	38.7	0	60552
24072	Shefford	preliminary	Plamondon	Raymonde	NDP-New Democratic Party	3631	6	0	60552
24072	Shefford	preliminary	Sabbagh	Mariam	People's Party	493	0.8	0	60552
24072	Shefford	preliminary	Turgeon	Katherine	Green Party	2757	4.6	0	60552
24072	Shefford	validated	Breton	Pierre	Liberal	22605	37.1	1313	62226
24072	Shefford	validated	Clermont	Nathalie	Conservative	7495	12.3	1313	62226
24072	Shefford	validated	Daviault	Darlène	Pour l'Indépendance du Québec	294	0.5	1313	62226
24072	Shefford	validated	Larouche	Andréanne	Bloc Québécois	23503	38.6	1313	62226
24072	Shefford	validated	Plamondon	Raymonde	NDP-New Democratic Party	3705	6.1	1313	62226
24072	Shefford	validated	Sabbagh	Mariam	People's Party	497	0.8	1313	62226
24072	Shefford	validated	Turgeon	Katherine	Green Party	2814	4.6	1313	62226
24073	Sherbrooke	preliminary	Brière	Élisabeth	Liberal	17551	29.3	0	59850
24073	Sherbrooke	preliminary	Côté	Steve	Parti Rhinocéros Party	221	0.4	0	59850
24073	Sherbrooke	preliminary	Dusseault	Pierre-Luc	NDP-New Democratic Party	16917	28.3	0	59850
24073	Sherbrooke	preliminary	Forgues	Claude	Bloc Québécois	15465	25.8	0	59850
24073	Sherbrooke	preliminary	Moreno	Edwin	Independent	482	0.8	0	59850
24073	Sherbrooke	preliminary	Morin	Mathieu	Green Party	2721	4.5	0	59850
24073	Sherbrooke	preliminary	Richard	Hubert	No Affiliation	117	0.2	0	59850
24073	Sherbrooke	preliminary	Sévigny	Dany	Conservative	6376	10.7	0	59850
24073	Sherbrooke	validated	Brière	Élisabeth	Liberal	17490	29.3	1003	60729
24073	Sherbrooke	validated	Côté	Steve	Parti Rhinocéros Party	219	0.4	1003	60729
24073	Sherbrooke	validated	Dusseault	Pierre-Luc	NDP-New Democratic Party	16881	28.3	1003	60729
24073	Sherbrooke	validated	Forgues	Claude	Bloc Québécois	15470	25.9	1003	60729
24073	Sherbrooke	validated	Moreno	Edwin	Independent	471	0.8	1003	60729
24073	Sherbrooke	validated	Morin	Mathieu	Green Party	2716	4.5	1003	60729
24073	Sherbrooke	validated	Richard	Hubert	No Affiliation	117	0.2	1003	60729
24073	Sherbrooke	validated	Sévigny	Dany	Conservative	6362	10.7	1003	60729
24074	Vaudreuil--Soulanges	preliminary	Cox	Karen	Conservative	7712	11.4	0	67564
24074	Vaudreuil--Soulanges	preliminary	MacDonald	Amanda	NDP-New Democratic Party	7263	10.7	0	67564
24074	Vaudreuil--Soulanges	preliminary	Rouillard	Noémie	Bloc Québécois	16550	24.5	0	67564
24074	Vaudreuil--Soulanges	preliminary	Schiefke	Peter	Liberal	31971	47.3	0	67564
24074	Vaudreuil--Soulanges	preliminary	Stiff	Cameron	Green Party	3373	5	0	67564
24074	Vaudreuil--Soulanges	preliminary	Tam	Kaylin	People's Party	695	1	0	67564
24074	Vaudreuil--Soulanges	validated	Cox	Karen	Conservative	7804	11.5	962	69104
24074	Vaudreuil--Soulanges	validated	MacDonald	Amanda	NDP-New Democratic Party	7368	10.8	962	69104
24074	Vaudreuil--Soulanges	validated	Rouillard	Noémie	Bloc Québécois	16600	24.4	962	69104
24074	Vaudreuil--Soulanges	validated	Schiefke	Peter	Liberal	32254	47.3	962	69104
24074	Vaudreuil--Soulanges	validated	Stiff	Cameron	Green Party	3405	5	962	69104
24074	Vaudreuil--Soulanges	validated	Tam	Kaylin	People's Party	711	1	962	69104
24075	Terrebonne	preliminary	Barnes	Jeffrey	People's Party	397	0.7	0	60579
24075	Terrebonne	preliminary	Beauchemin	Frédéric	Liberal	17637	29.1	0	60579
24075	Terrebonne	preliminary	Beaudoin	Maxime	NDP-New Democratic Party	4524	7.5	0	60579
24075	Terrebonne	preliminary	Boudrias	Michel	Bloc Québécois	30785	50.8	0	60579
24075	Terrebonne	preliminary	Gagnon	France	Conservative	4593	7.6	0	60579
24075	Terrebonne	preliminary	Hébert	Jade	Independent	169	0.3	0	60579
24075	Terrebonne	preliminary	Monette	Réjean	Green Party	2222	3.7	0	60579
24075	Terrebonne	preliminary	Vézina	Paul	Parti Rhinocéros Party	252	0.4	0	60579
24075	Terrebonne	validated	Barnes	Jeffrey	People's Party	399	0.7	1282	62617
24075	Terrebonne	validated	Beauchemin	Frédéric	Liberal	17944	29.3	1282	62617
24075	Terrebonne	validated	Beaudoin	Maxime	NDP-New Democratic Party	4627	7.5	1282	62617
24075	Terrebonne	validated	Boudrias	Michel	Bloc Québécois	31029	50.6	1282	62617
24075	Terrebonne	validated	Gagnon	France	Conservative	4640	7.6	1282	62617
24075	Terrebonne	validated	Hébert	Jade	Independent	159	0.3	1282	62617
24075	Terrebonne	validated	Monette	Réjean	Green Party	2277	3.7	1282	62617
24075	Terrebonne	validated	Vézina	Paul	Parti Rhinocéros Party	260	0.4	1282	62617
24076	Trois-Rivières	preliminary	Aubin	Robert	NDP-New Democratic Party	9984	16.6	0	60208
24076	Trois-Rivières	preliminary	Charbonneau	Louise	Bloc Québécois	17178	28.5	0	60208
24076	Trois-Rivières	preliminary	Duplessis	Marie	Green Party	1462	2.4	0	60208
24076	Trois-Rivières	preliminary	Gingras	Marc André	People's Party	572	1	0	60208
24076	Trois-Rivières	preliminary	Lévesque	Yves	Conservative	15192	25.2	0	60208
24076	Trois-Rivières	preliminary	Renaud-Martin	Valérie	Liberal	15676	26	0	60208
24076	Trois-Rivières	preliminary	St-Onge Lynch	Ronald	Independent	144	0.2	0	60208
24076	Trois-Rivières	validated	Aubin	Robert	NDP-New Democratic Party	10090	16.7	1092	61630
24076	Trois-Rivières	validated	Charbonneau	Louise	Bloc Québécois	17240	28.5	1092	61630
24076	Trois-Rivières	validated	Duplessis	Marie	Green Party	1492	2.5	1092	61630
24076	Trois-Rivières	validated	Gingras	Marc André	People's Party	565	0.9	1092	61630
24076	Trois-Rivières	validated	Lévesque	Yves	Conservative	15240	25.2	1092	61630
24076	Trois-Rivières	validated	Renaud-Martin	Valérie	Liberal	15774	26.1	1092	61630
24076	Trois-Rivières	validated	St-Onge Lynch	Ronald	Independent	137	0.2	1092	61630
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	Bourque	Nadia	Bloc Québécois	6869	13.5	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	Cusmano	Liana Canton	Green Party	3570	7	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	Forian	Michael	Conservative	4629	9.1	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	Gaudet	Tommy	Parti Rhinocéros Party	166	0.3	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	Langlais	Jean	People's Party	514	1	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	Miller	Marc	Liberal	27107	53.1	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	O'Sullivan	Louise B.	Independent	125	0.2	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	Patenaude	Marc	No Affiliation	119	0.2	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	Sullivan	Linda	ML	43	0.1	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	Thiébaut	Sophie	NDP-New Democratic Party	7912	15.5	0	51054
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	Bourque	Nadia	Bloc Québécois	6899	13.1	601	53123
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	Cusmano	Liana Canton	Green Party	3718	7.1	601	53123
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	Forian	Michael	Conservative	4609	8.8	601	53123
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	Gaudet	Tommy	Parti Rhinocéros Party	140	0.3	601	53123
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	Langlais	Jean	People's Party	520	1	601	53123
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	Miller	Marc	Liberal	28087	53.5	601	53123
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	O'Sullivan	Louise B.	Independent	117	0.2	601	53123
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	Patenaude	Marc	No Affiliation	113	0.2	601	53123
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	Sullivan	Linda	ML	45	0.1	601	53123
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	validated	Thiébaut	Sophie	NDP-New Democratic Party	8274	15.8	601	53123
24078	Vimy	preliminary	Aliev	Vassif	NDP-New Democratic Party	4759	8.6	0	55115
24078	Vimy	preliminary	Beaulieu	Claire-Emmanuelle	Bloc Québécois	15402	27.9	0	55115
24078	Vimy	preliminary	Brunelle	Suzanne	People's Party	744	1.3	0	55115
24078	Vimy	preliminary	El-Helou	Rima	Conservative	5962	10.8	0	55115
24078	Vimy	preliminary	Koutrakis	Annie	Liberal	26181	47.5	0	55115
24078	Vimy	preliminary	R'Guiba	Faiza	Green Party	2067	3.8	0	55115
24078	Vimy	validated	Aliev	Vassif	NDP-New Democratic Party	4779	8.6	1057	56590
24078	Vimy	validated	Beaulieu	Claire-Emmanuelle	Bloc Québécois	15455	27.8	1057	56590
24078	Vimy	validated	Brunelle	Suzanne	People's Party	733	1.3	1057	56590
24078	Vimy	validated	El-Helou	Rima	Conservative	5951	10.7	1057	56590
24078	Vimy	validated	Koutrakis	Annie	Liberal	26490	47.7	1057	56590
24078	Vimy	validated	R'Guiba	Faiza	Green Party	2125	3.8	1057	56590
35001	Ajax	preliminary	Ali	Intab	Independent	142	0.2	0	60377
35001	Ajax	preliminary	Dingwall	Tom	Conservative	16219	26.9	0	60377
35001	Ajax	preliminary	Hadley	Allen Keith	Independent	187	0.3	0	60377
35001	Ajax	preliminary	Holland	Mark	Liberal	34344	56.9	0	60377
35001	Ajax	preliminary	Knight	Maia	Green Party	2016	3.3	0	60377
35001	Ajax	preliminary	Malik	Shokat	NDP-New Democratic Party	6811	11.3	0	60377
35001	Ajax	preliminary	Russo	Susanna	People's Party	658	1.1	0	60377
35001	Ajax	validated	Ali	Intab	Independent	111	0.2	487	61507
35001	Ajax	validated	Dingwall	Tom	Conservative	15864	26	487	61507
35001	Ajax	validated	Hadley	Allen Keith	Independent	186	0.3	487	61507
