district,name,votes,percent_votes
24046,Yvon Boudreau Conservative/Conservateur,4317,10.3
24046,Nathan Grills Green Party/Parti Vert,673,1.6
24065,Yves Robillard Liberal/Libéral,22323,40.9
24065,Marie-Josée Lemieux NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12827,23.5
24065,Patrice Jasmin-Tremblay Bloc Québécois/Bloc Québécois,11820,21.7
24065,Nicolas Makridis Conservative/Conservateur,6498,11.9
24065,Lorna Mungur Green Party/Parti Vert,1057,1.9
24047,Luc Berthold Conservative/Conservateur,16749,35.4
24047,David Berthiaume Liberal/Libéral,13308,28.1
24047,Jean-François Delisle NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10386,22
24047,Virginie Provost Bloc Québécois/Bloc Québécois,5838,12.3
24047,Justin Gervais Green Party/Parti Vert,1006,2.1
24048,Simon Marcil Bloc Québécois/Bloc Québécois,18710,31.5
24048,Mylène Freeman ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17873,30.1
24048,Karl Trudel Liberal/Libéral,15514,26.1
24048,Gordon Ferguson Conservative/Conservateur,6020,10.1
24048,Jocelyn Gifford Green Party/Parti Vert,1301,2.2
24049,Michel Picard Liberal/Libéral,18848,32.5
24049,Catherine Fournier Bloc Québécois/Bloc Québécois,16460,28.4
24049,Djaouida Sellah ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14296,24.7
24049,Stéphane Duranleau Conservative/Conservateur,6284,10.9
24049,Olivier Adam Green Party/Parti Vert,1388,2.4
24049,Claude Leclair Libertarian/Libertarien,641,1.1
24050,Luc Thériault Bloc Québécois/Bloc Québécois,19405,36.6
24050,Louis-Charles Thouin Liberal/Libéral,14484,27.3
24050,Martin Leclerc NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12431,23.5
24050,Gisèle DesRoches Conservative/Conservateur,5093,9.6
24050,Yumi Yow Mei Ang Green Party/Parti Vert,976,1.8
24050,Manon Perreault ** Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,620,1.2
24051,Bernard Généreux Conservative/Conservateur,14274,29
24051,Marie-Josée Normand Liberal/Libéral,14002,28.4
24051,François Lapointe ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11918,24.2
24051,Louis Gagnon Bloc Québécois/Bloc Québécois,7939,16.1
24051,Chantal Breton Green Party/Parti Vert,823,1.7
24051,Bien Gras Gagné Rhinoceros/Rhinocéros,287,0.6
24052,Anthony Housefather Liberal/Libéral,24187,50.3
24052,Robert Libman ** Conservative/Conservateur,18201,37.9
24052,Mario Jacinto Rimbao NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3884,8.1
24052,Jade Bossé Bélanger Bloc Québécois/Bloc Québécois,908,1.9
24052,Timothy Landry Green Party/Parti Vert,747,1.6
24052,Diane Johnston Marxist-Leninist/Marxiste-Léniniste,124,0.3
24053,Marc Garneau ** Liberal/Libéral,29755,57.7
24053,James Hughes NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11229,21.8
24053,Richard Sagala Conservative/Conservateur,7414,14.4
24053,Melissa Kate Wheeler Green Party/Parti Vert,1581,3.1
24053,Simon Quesnel Bloc Québécois/Bloc Québécois,1282,2.5
24053,Rachel Hoffman Marxist-Leninist/Marxiste-Léniniste,181,0.4
24053,Lisa Julie Cahn Independent/Indépendant,151,0.3
24054,Tom Mulcair ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,19242,44.1
24054,Rachel Bendayan Liberal/Libéral,14597,33.5
24054,Rodolphe Husny Conservative/Conservateur,4159,9.5
24054,Roger Galland Barou Bloc Québécois/Bloc Québécois,3668,8.4
24054,Amara Diallo Green Party/Parti Vert,1575,3.6
24054,Francis Pouliot Libertarian/Libertarien,216,0.5
24054,Adrien Welsh Communist/Communiste,162,0.4
24055,Justin Trudeau ** Liberal/Libéral,26391,52
24055,Anne Lagacé Dowson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13132,25.9
24055,Maxime Claveau Bloc Québécois/Bloc Québécois,6182,12.2
24055,Yvon Vadnais Conservative/Conservateur,2390,4.7
24055,Danny Polifroni Green Party/Parti Vert,1443,2.8
24055,Chris Lloyd Independent/Indépendant,505,1
24055,Tommy Gaudet Rhinoceros/Rhinocéros,323,0.6
24055,Kim Waldron Independent/Indépendant,159,0.3
24055,Peter Macrisopoulos Marxist-Leninist/Marxiste-Léniniste,142,0.3
24055,Beverly Bernardo No Affiliation/Aucune appartenance,103,0.2
24014,Xavier Barsalou-Duval Bloc Québécois/Bloc Québécois,17007,28.6
24014,Lucie Gagnon Liberal/Libéral,16794,28.3
24014,Raphaël Fortin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14454,24.3
24014,Clovis Maheux Conservative/Conservateur,6079,10.2
24014,JiCi Lauzon Green Party/Parti Vert,5056,8.5
24056,Frank Baylis Liberal/Libéral,34319,58.7
24056,Valérie Assouline Conservative/Conservateur,11694,20
24056,Lysane Blanchette-Lamothe ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9584,16.4
24056,Natalie Laplante Bloc Québécois/Bloc Québécois,2043,3.5
24056,Abraham Weizfeld Green Party/Parti Vert,865,1.5
24057,William Amos Liberal/Libéral,34154,54.5
24057,Mathieu Ravignat ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14090,22.5
24057,Benjamin Woodman Conservative/Conservateur,8716,13.9
24057,Nicolas Lepage Bloc Québécois/Bloc Québécois,4337,6.9
24057,Colin Griffiths Green Party/Parti Vert,1089,1.7
24057,Pascal Médieu Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,131,0.2
24057,Louis Lang Marxist-Leninist/Marxiste-Léniniste,108,0.2
24058,Joël Godin Conservative/Conservateur,27290,44
24058,Élaine Michaud ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13686,22.1
24058,David Gauvin Liberal/Libéral,13322,21.5
24058,Raymond Harvey Bloc Québécois/Bloc Québécois,6665,10.7
24058,Johanne Morin Green Party/Parti Vert,1096,1.8
24059,Jean-Yves Duclos Liberal/Libéral,15566,28.9
24059,Annick Papillon ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14566,27
24059,Pierre-Thomas Asselin Conservative/Conservateur,11737,21.8
24059,Charles Mordret Bloc Québécois/Bloc Québécois,10153,18.8
24059,Philippe Riboty Green Party/Parti Vert,1570,2.9
24059,Normand Fournier Marxist-Leninist/Marxiste-Léniniste,153,0.3
24059,Danielle Provost Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,122,0.2
24060,Monique Pauzé Bloc Québécois/Bloc Québécois,22618,34.7
24060,Adriana Dudas Liberal/Libéral,17798,27.3
24060,Réjean Bellemare NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15167,23.3
24060,Jonathan Lefebvre Conservative/Conservateur,7053,10.8
24060,Johnathan Cloutier Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,1333,2
24060,Yoland Gilbert Green Party/Parti Vert,1242,1.9
24061,Alain Rayes Conservative/Conservateur,18505,31.6
24061,Marc Desmarais Liberal/Libéral,14463,24.7
24061,Myriam Beaulieu NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14213,24.2
24061,Olivier Nolin Bloc Québécois/Bloc Québécois,10068,17.2
24061,Laurier Busque Green Party/Parti Vert,984,1.7
24061,Antoine Dubois Rhinoceros/Rhinocéros,384,0.7
24018,Guy Caron ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,19374,43.1
24018,Pierre Cadieux Liberal/Libéral,12594,28
24018,Johanne Carignan Bloc Québécois/Bloc Québécois,8673,19.3
24018,Francis Fortin Conservative/Conservateur,3363,7.5
24018,Louise Boutin Green Party/Parti Vert,669,1.5
24018,Sébastien CôRhino Côrriveau Rhinoceros/Rhinocéros,273,0.6
24062,Linda Lapointe Liberal/Libéral,18787,32.4
24062,Laurin Liu ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17111,29.5
24062,Félix Pinel Bloc Québécois/Bloc Québécois,14755,25.4
24062,Érick Gauthier Conservative/Conservateur,6099,10.5
24062,Alec Ware Green Party/Parti Vert,1136,2
24062,Luis Quinteros Independent/Indépendant,158,0.3
24063,Rhéal Fortin Bloc Québécois/Bloc Québécois,18157,32
24063,Pierre Dionne Labelle ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17077,30.1
24063,Janice Bélair Rolland Liberal/Libéral,14933,26.4
24063,Romain Vignol Conservative/Conservateur,4793,8.5
24063,Joey Leckman Green Party/Parti Vert,1436,2.5
24063,Fobozof A. Côté Rhinoceros/Rhinocéros,261,0.5
24064,Alexandre Boulerice ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,28672,49.2
24064,Claude André Bloc Québécois/Bloc Québécois,12283,21.1
24064,Nadine Medawar Liberal/Libéral,12068,20.7
24064,Jeremy Dohan Conservative/Conservateur,2510,4.3
24064,Sameer Muldeen Green Party/Parti Vert,1783,3.1
24064,Laurent Aglat Rhinoceros/Rhinocéros,495,0.8
24064,Peter d'Entremont Libertarian/Libertarien,353,0.6
24064,Stéphane Chénier Marxist-Leninist/Marxiste-Léniniste,171,0.3
24066,Brigitte Sansoucy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15578,28.7
24066,René Vincelette Liberal/Libéral,14980,27.6
24066,Michel Filion Bloc Québécois/Bloc Québécois,13200,24.3
24066,Réjean Léveillé Conservative/Conservateur,9098,16.7
24066,Lise Durand Green Party/Parti Vert,1243,2.3
24066,Ugo Ménard Independent/Indépendant,270,0.5
24067,Jean Rioux Liberal/Libéral,20022,33.2
24067,Hans Marotte NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17555,29.1
24067,Denis Hurtubise Bloc Québécois/Bloc Québécois,14979,24.8
24067,Stéphane Guinta Conservative/Conservateur,6549,10.8
24067,Marilyn Redivo Green Party/Parti Vert,1281,2.1
24068,Stéphane Dion ** Liberal/Libéral,24832,61.6
24068,Jimmy Yu Conservative/Conservateur,7867,19.5
24068,Alain Ackad NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4646,11.5
24068,Pascal-Olivier Dumas-Dubreuil Bloc Québécois/Bloc Québécois,1879,4.7
24068,John Tromp Green Party/Parti Vert,977,2.4
24068,Fernand Deschamps Marxist-Leninist/Marxiste-Léniniste,129,0.3
24069,Nicola Di Iorio Liberal/Libéral,28826,64.7
24069,Rosannie Filato NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6611,14.8
24069,Jean Philippe Fournier Conservative/Conservateur,4957,11.1
24069,Steeve Gendron Bloc Québécois/Bloc Québécois,3204,7.2
24069,Melissa Miscione Green Party/Parti Vert,805,1.8
24069,Arezki Malek Marxist-Leninist/Marxiste-Léniniste,128,0.3
24070,François-Philippe Champagne Liberal/Libéral,24475,41.5
24070,Jean-Yves Tremblay NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12245,20.8
24070,Sacki Carignan Deschamps Bloc Québécois/Bloc Québécois,11295,19.2
24070,Jacques Grenier Conservative/Conservateur,9592,16.3
24070,Martial Toupin Green Party/Parti Vert,1144,1.9
24070,Jean-Paul Bédard Marxist-Leninist/Marxiste-Léniniste,196,0.3
24071,Anne Minh-Thu Quach ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18726,30.4
24071,Robert Sauvé Liberal/Libéral,17955,29.2
24071,Claude DeBellefeuille Bloc Québécois/Bloc Québécois,17452,28.4
24071,Albert De Martin Conservative/Conservateur,6132,10
24071,Nicola-Silverado Socrates Green Party/Parti Vert,867,1.4
24071,Sylvain Larocque Independent/Indépendant,219,0.4
24071,Patricia Domingos Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,184,0.3
24072,Pierre Breton Liberal/Libéral,22957,39
24072,Claire Mailhot NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13945,23.7
24072,Jocelyn Beaudoin Bloc Québécois/Bloc Québécois,13092,22.2
24072,Sylvie Fontaine Conservative/Conservateur,7529,12.8
24072,Simon McMillan Green Party/Parti Vert,1397,2.4
24073,Pierre-Luc Dusseault ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,21410,37.4
24073,Thomas ''Tom'' Allen Liberal/Libéral,17071,29.8
24073,Caroline Bouchard Bloc Québécois/Bloc Québécois,11717,20.4
24073,Marc Dauphin Conservative/Conservateur,5391,9.4
24073,Sophie Malouin Green Party/Parti Vert,1143,2
24073,Benoit Huberdeau Independent/Indépendant,303,0.5
24073,Hubert Richard Rhinoceros/Rhinocéros,265,0.5
24075,Michel Boudrias Bloc Québécois/Bloc Québécois,19238,33
24075,Michèle Audette Liberal/Libéral,16316,28
24075,Charmaine Borg ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14928,25.6
24075,Michel Surprenant Conservative/Conservateur,6615,11.3
24075,Susan Moen Green Party/Parti Vert,1016,1.7
24075,Louis Clément Sénat Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,171,0.3
24013,Ramez Ayoub Liberal/Libéral,18281,32.5
24013,Alain Marginean Bloc Québécois/Bloc Québécois,15238,27.1
24013,Alain Giguère ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14022,24.9
24013,Manuel Puga Conservative/Conservateur,7000,12.4
24013,Andrew Carkner Green Party/Parti Vert,1352,2.4
24013,Daniel Guindon Libertarian/Libertarien,355,0.6
24076,Robert Aubin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,19193,31.8
24076,Yvon Boivin Liberal/Libéral,18224,30.2
24076,Dominic Therrien Conservative/Conservateur,11231,18.6
24076,André Valois Bloc Québécois/Bloc Québécois,10249,17
24076,Éric Trottier Green Party/Parti Vert,1032,1.7
24076,Maxime Rousseau Libertarian/Libertarien,360,0.6
24074,Peter Schiefke Liberal/Libéral,30550,46.6
24074,Jamie Nicholls ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14627,22.3
24074,Vincent François Bloc Québécois/Bloc Québécois,9858,15
24074,Marc Boudreau Conservative/Conservateur,9048,13.8
24074,Jennifer Kaszel Green Party/Parti Vert,1445,2.2
24077,Marc Miller Liberal/Libéral,25491,50.8
24077,Allison Turner NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11757,23.4
24077,Steve Shanahan Conservative/Conservateur,5948,11.9
24077,Chantal St-Onge Bloc Québécois/Bloc Québécois,4307,8.6
24077,Daniel Green Green Party/Parti Vert,2398,4.8
24077,Daniel Wolfe Rhinoceros/Rhinocéros,161,0.3
24077,William Sloan Communist/Communiste,102,0.2
24078,Eva Nassif Liberal/Libéral,25082,46.2
24078,France Duhamel NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11391,21
24078,Barek Kaddouri Bloc Québécois/Bloc Québécois,9068,16.7
24078,Anthony Mavros Conservative/Conservateur,7262,13.4
24078,José Núñez Melo ** Green Party/Parti Vert,1280,2.4
24078,Brian Jenkins Christian Heritage Party/Parti de l'Héritage Chrétien,260,0.5
35001,Mark Holland Liberal/Libéral,31458,55.9
35001,Chris Alexander ** Conservative/Conservateur,19374,34.4
35001,Stephanie Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4630,8.2
35001,Jeff Hill Green Party/Parti Vert,788,1.4
35001,Bob Kesic United Party/Parti Uni,57,0.1
35002,Carol Hughes ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16516,39.9
35002,Heather Wilson Liberal/Libéral,14111,34.1
35002,André Robichaud Conservative/Conservateur,9820,23.7
35002,Calvin John Orok Green Party/Parti Vert,927,2.2
35003,Leona Alleslev Liberal/Libéral,24132,47.3
35003,Costas Menegakis ** Conservative/Conservateur,23039,45.2
35003,Brenda Power NDP-New Democratic Party/NPD-Nouveau Parti démocratique,2912,5.7
35003,Randi Ramdeen Green Party/Parti Vert,654,1.3
35003,Kyle Bowles Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,243,0.5
35004,John Brassard Conservative/Conservateur,22901,46.4
35004,Colin Wilson Liberal/Libéral,18308,37.1
35004,Myrna Clark NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5812,11.8
35004,Bonnie North Green Party/Parti Vert,1991,4
35004,Gary Nail Christian Heritage Party/Parti de l'Héritage Chrétien,199,0.4
35004,Jeff Sakula CAP/PAC,130,0.3
35005,Alex Nuttall Conservative/Conservateur,21091,41.7
35005,Brian Tamblyn Liberal/Libéral,21005,41.6
35005,Ellen White NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5202,10.3
35005,Marty Lancaster Green Party/Parti Vert,2648,5.2
35005,Darren Roskam Libertarian/Libertarien,401,0.8
35005,Ram Faerber Independent/Indépendant,188,0.4
35006,Neil Ellis Liberal/Libéral,29281,50.7
35006,Jodie Jenkins Conservative/Conservateur,19781,34.3
35006,Terry Cassidy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7001,12.1
35006,Rachel Nelems Green Party/Parti Vert,1278,2.2
35006,Trueman Tuck Independent/Indépendant,372,0.6
35007,Nathaniel Erskine-Smith Liberal/Libéral,27458,49.4
35007,Matthew Kellway ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17113,30.8
35007,Bill Burrows Conservative/Conservateur,9124,16.4
35007,Randall Sach Green Party/Parti Vert,1433,2.6
35007,James Sears Independent/Indépendant,254,0.5
35007,Roger Carter Marxist-Leninist/Marxiste-Léniniste,105,0.2
35007,Peter Surjanac Independent/Indépendant,43,0.1
35008,Ramesh Sangha Liberal/Libéral,19277,48.6
35008,Bal Gosal ** Conservative/Conservateur,13345,33.7
35008,Rosemary Keenan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5993,15.1
35008,Saul Marquard T. Bottcher Green Party/Parti Vert,844,2.1
35008,Frank Chilelli Marxist-Leninist/Marxiste-Léniniste,173,0.4
35009,Raj Grewal Liberal/Libéral,23652,52.3
35009,Naval Bajaj Conservative/Conservateur,10642,23.5
35009,Harbaljit Singh Kahlon NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10400,23
35009,Kyle Lacroix Green Party/Parti Vert,512,1.1
35010,Ruby Sahota Liberal/Libéral,23297,48.4
35010,Parm Gill ** Conservative/Conservateur,15888,33
35010,Martin Singh NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7946,16.5
35010,Pauline Thornham Green Party/Parti Vert,915,1.9
35010,Harinderpal Hundal Communist/Communiste,120,0.2
35011,Sonia Sidhu Liberal/Libéral,23681,52.1
35011,Kyle Seeback ** Conservative/Conservateur,15929,35
35011,Amarjit Sangha NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4843,10.7
35011,Shaun Hatton Green Party/Parti Vert,1011,2.2
35012,Kamal Khera Liberal/Libéral,24256,55.9
35012,Ninder Thind Conservative/Conservateur,13068,30.1
35012,Adaoma Patterson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5400,12.4
35012,Karthika Gobinath Green Party/Parti Vert,674,1.6
35013,Phil McColeman ** Conservative/Conservateur,25874,40.9
35013,Danielle Takacs Liberal/Libéral,19422,30.7
35013,Marc Laferriere NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15715,24.8
35013,Kevin Brandt Green Party/Parti Vert,1582,2.5
35013,Rob Ferguson Libertarian/Libertarien,515,0.8
35013,The Engineer Turmel Independent/Indépendant,164,0.3
35014,Larry Miller ** Conservative/Conservateur,26297,46.7
35014,Kimberley Love Liberal/Libéral,21879,38.8
35014,David McLaren NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6270,11.1
35014,Chris Albinati Green Party/Parti Vert,1887,3.3
35015,Karina Gould Liberal/Libéral,32229,46
35015,Mike Wallace ** Conservative/Conservateur,29780,42.5
35015,David Laird NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6381,9.1
35015,Vince Fiorito Green Party/Parti Vert,1710,2.4
35016,Bryan May Liberal/Libéral,23024,43.2
35016,Gary Goodyear ** Conservative/Conservateur,20613,38.6
35016,Bobbi Stewart NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7397,13.9
35016,Michele Braniff Green Party/Parti Vert,1723,3.2
35016,Lee Sperduti Independent/Indépendant,474,0.9
35016,Manuel Couto Marxist-Leninist/Marxiste-Léniniste,108,0.2
35088,Pierre Poilievre Conservative/Conservateur,27762,46.9
35088,Chris Rodgers Liberal/Libéral,25913,43.7
35088,Kc Larocque NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3632,6.1
35088,Deborah Coyne Green Party/Parti Vert,1932,3.3
35017,Dave Van Kesteren ** Conservative/Conservateur,21677,41.7
35017,Katie Omstead Liberal/Libéral,19351,37.2
35017,Tony Walsh NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9549,18.4
35017,Mark Vercouteren Green Party/Parti Vert,1394,2.7
35018,Julie Dzerowicz Liberal/Libéral,21947,44.3
35018,Andrew Cash ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,20506,41.4
35018,Carlos Oliveira Conservative/Conservateur,5233,10.6
35018,Dan Stein Green Party/Parti Vert,1530,3.1
35018,Miguel Figueroa Communist/Communiste,261,0.5
35018,Chai Kalevar Independent/Indépendant,107,0.2
35019,Yasmin Ratansi Liberal/Libéral,24048,57.8
35019,Maureen Harquail Conservative/Conservateur,12155,29.2
35019,Khalid Ahmed NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4307,10.4
35019,Laura Elizabeth Sanderson Green Party/Parti Vert,1078,2.6
35020,Geng Tan Liberal/Libéral,23494,51.4
35020,Joe Daniel ** Conservative/Conservateur,17279,37.8
35020,Akil Sadikali NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3896,8.5
35020,Caroline Brown Green Party/Parti Vert,1018,2.2
35021,Rob Oliphant Liberal/Libéral,27472,53.8
35021,John Carmichael ** Conservative/Conservateur,19206,37.6
35021,Syeda Riaz NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3076,6
35021,Natalie Hunt ** Green Party/Parti Vert,848,1.7
35021,John Kittredge Libertarian/Libertarien,325,0.6
35021,Elizabeth Hill Communist/Communiste,84,0.2
35021,Sharon Cromwell Independent/Indépendant,75,0.1
35022,David Allan Tilson ** Conservative/Conservateur,27977,46.3
35022,Ed Crewson Liberal/Libéral,23643,39.1
35022,Nancy Urekar Green Party/Parti Vert,4433,7.3
35022,Rehya Yazbek NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4398,7.3
35023,Erin O'Toole ** Conservative/Conservateur,28967,45.1
35023,Corinna Traill Liberal/Libéral,22949,35.8
35023,Derek Spence NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10289,16
35023,Stacey Leadbetter Green Party/Parti Vert,1616,2.5
35023,Andrew Moriarity Christian Heritage Party/Parti de l'Héritage Chrétien,364,0.6
35024,Marco Mendicino Liberal/Libéral,27278,48.9
35024,Joe Oliver ** Conservative/Conservateur,23788,42.6
35024,Andrew Thomson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3505,6.3
35024,Matthew Chisholm Green Party/Parti Vert,799,1.4
35024,Ethan Buchman Libertarian/Libertarien,308,0.6
35024,Rudy Brunell Solomonovici Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,114,0.2
35025,Karen Louise Vecchio Conservative/Conservateur,28023,49.2
35025,Lori Baldwin-Sands Liberal/Libéral,17642,31
35025,Fred Sinclair NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8771,15.4
35025,Bronagh Joyce Morgan Green Party/Parti Vert,1783,3.1
35025,Michael Hopkins Christian Heritage Party/Parti de l'Héritage Chrétien,529,0.9
35025,Lou Bernardi Rhinoceros/Rhinocéros,185,0.3
35026,Tracey Ramsey NDP-New Democratic Party/NPD-Nouveau Parti démocratique,25072,41.4
35026,Jeff Watson ** Conservative/Conservateur,21602,35.7
35026,Audrey Festeryga Liberal/Libéral,12639,20.9
35026,Jennifer Alderson Green Party/Parti Vert,1141,1.9
35026,Enver Villamizar Marxist-Leninist/Marxiste-Léniniste,77,0.1
35027,Borys Wrzesnewskyj Liberal/Libéral,32612,52.8
35027,Ted Opitz ** Conservative/Conservateur,23070,37.3
35027,Tanya De Mello NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4886,7.9
35027,Shawn Rizvi Green Party/Parti Vert,856,1.4
35027,Rob Wolvin PC Party/Parti PC,378,0.6
35029,Kirsty Duncan ** Liberal/Libéral,26251,62.4
35029,Toyin Dada Conservative/Conservateur,9673,23
35029,Faisal Hassan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5220,12.4
35029,Akhtar Ayub Green Party/Parti Vert,524,1.2
35029,Anna Di Carlo Marxist-Leninist/Marxiste-Léniniste,232,0.6
35029,George Szebik No Affiliation/Aucune appartenance,164,0.4
35028,James Maloney Liberal/Libéral,34638,53.7
35028,Bernard Trottier ** Conservative/Conservateur,20932,32.4
35028,Phil Trotter NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7030,10.9
35028,Angela Salewsky Green Party/Parti Vert,1507,2.3
35028,Liz White Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,233,0.4
35028,Janice Murray Marxist-Leninist/Marxiste-Léniniste,168,0.3
35030,David Sweet ** Conservative/Conservateur,24137,43.5
35030,Jennifer Stebbing Liberal/Libéral,21728,39.1
35030,Mike DiLivio NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7779,14
35030,David Allan Urquhart Green Party/Parti Vert,1866,3.4
35031,Francis Drouin Liberal/Libéral,34189,53.3
35031,Pierre Lemieux ** Conservative/Conservateur,23367,36.4
35031,Normand Laurin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5087,7.9
35031,Genevieve Malouin-Diraddo Green Party/Parti Vert,1153,1.8
35031,Jean-Serge Brisson Libertarian/Libertarien,377,0.6
35032,Lloyd Longfield Liberal/Libéral,34303,49.1
35032,Gloria Kovach Conservative/Conservateur,18407,26.3
35032,Andrew Seagram NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8392,12
35032,Gord Miller Green Party/Parti Vert,7909,11.3
35032,Alexander Fekri Libertarian/Libertarien,520,0.7
35032,Kornelis Klevering Radical Marijuana/Radical Marijuana,193,0.3
35032,Tristan Dineen Communist/Communiste,144,0.2
35033,Diane Finley ** Conservative/Conservateur,24714,44.1
35033,Joan Mouland Liberal/Libéral,20487,36.6
35033,John Harris NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7625,13.6
35033,Wayne Ettinger Green Party/Parti Vert,1857,3.3
35033,Dave Bylsma Christian Heritage Party/Parti de l'Héritage Chrétien,884,1.6
35033,Dustin Wakeford Independent/Indépendant,272,0.5
35033,Leslie Bory Independent/Indépendant,151,0.3
35034,Jamie Schmale Conservative/Conservateur,27718,44.8
35034,David Marquis Liberal/Libéral,19634,31.8
35034,Mike Perry NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12012,19.4
35034,Bill MacCallum Green Party/Parti Vert,2470,4
35035,David Christopherson ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18719,45.6
35035,Anne Tennier Liberal/Libéral,13718,33.4
35035,Yonatan Rozenszajn Conservative/Conservateur,6018,14.6
35035,Ute Schmid-Jones Green Party/Parti Vert,1778,4.3
35035,Michael James Baldasaro Radical Marijuana/Radical Marijuana,348,0.8
35035,Rob Young Libertarian/Libertarien,316,0.8
35035,Maria Anastasiou Independent/Indépendant,186,0.5
35036,Bob Bratina Liberal/Libéral,19622,39
35036,Wayne Marston ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16465,32.7
35036,Diane Bubanko Conservative/Conservateur,12715,25.3
35036,Erin Davis Green Party/Parti Vert,1305,2.6
35036,Bob Mann Communist/Communiste,170,0.3
35036,Wendell Fields Marxist-Leninist/Marxiste-Léniniste,55,0.1
