district,name,votes,percent_votes
24044,Antonio Artuso Communist/Communiste,89,0.25
24045,Marlene Jennings ** Liberal/Libéral,19554,44.62
24045,Carmine Pontillo Conservative/Conservateur,7108,16.22
24045,Eric Taillefer Bloc Québécois/Bloc Québécois,6962,15.89
24045,Peter Deslauriers NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6641,15.16
24045,Jessica Gal Green Party/Parti Vert,3378,7.71
24045,Rachel Hoffman Marxist-Leninist/Marxiste-Léniniste,177,0.4
24047,Thomas Mulcair ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14348,39.53
24047,Sébastien Dhavernas Liberal/Libéral,12005,33.08
24047,Marcela Valdivia Bloc Québécois/Bloc Québécois,4554,12.55
24047,Lulzim Laloshi Conservative/Conservateur,3820,10.53
24047,F. Monsieur Corde à Linge Pilon Green Party/Parti Vert,1566,4.31
24048,Justin Trudeau Liberal/Libéral,17724,41.47
24048,Vivian Barbot ** Bloc Québécois/Bloc Québécois,16535,38.69
24048,Costa Zafiropoulos NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3734,8.74
24048,Mustaque Sarker Conservative/Conservateur,3262,7.63
24048,Ingrid Hein Green Party/Parti Vert,1213,2.84
24048,Mahmood Raza Baig Independent/Indépendant,267,0.62
24049,Bernard Patry ** Liberal/Libéral,21468,46.94
24049,Pierre-Olivier Brunelle Conservative/Conservateur,11815,25.83
24049,Shameem Siddiqui NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4823,10.55
24049,Reny Gagnon Bloc Québécois/Bloc Québécois,4357,9.53
24049,Ryan Young Green Party/Parti Vert,3161,6.91
24049,Marsha Fine Marxist-Leninist/Marxiste-Léniniste,111,0.24
24050,Lawrence Cannon ** Conservative/Conservateur,14023,32.71
24050,Cindy Duncan McMillan Liberal/Libéral,10396,24.25
24050,Marius Tremblay Bloc Québécois/Bloc Québécois,9576,22.34
24050,Céline Brault NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6616,15.43
24050,André Sylvestre Green Party/Parti Vert,2148,5.01
24050,Benoit Legros Marxist-Leninist/Marxiste-Léniniste,112,0.26
24051,André Arthur ** Independent/Indépendant,15063,33.49
24051,Richard Côté Bloc Québécois/Bloc Québécois,14401,32.02
24051,Stéphane Asselin Liberal/Libéral,7320,16.27
24051,André Turgeon NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5707,12.69
24051,Nathan John Weatherdon Green Party/Parti Vert,1452,3.23
24051,Jean Paradis Independent/Indépendant,1039,2.31
24052,Christiane Gagnon ** Bloc Québécois/Bloc Québécois,21064,41.76
24052,Myriam Taschereau Conservative/Conservateur,12943,25.66
24052,Damien Rousseau Liberal/Libéral,8845,17.54
24052,Catherine Roy-Goyette NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5933,11.76
24052,Yonnel Bonaventure Green Party/Parti Vert,1650,3.27
24053,Nicolas Dufour Bloc Québécois/Bloc Québécois,31007,53.05
24053,Réjean Bellemare NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8853,15.15
24053,Robert Semegen Liberal/Libéral,8751,14.97
24053,Bruno Royer Conservative/Conservateur,8168,13.98
24053,Paul W. Fournier Green Party/Parti Vert,1666,2.85
24055,André Bellavance ** Bloc Québécois/Bloc Québécois,23913,46.02
24055,Éric Lefebvre Conservative/Conservateur,15080,29.02
24055,Gwyneth Helen Grant Liberal/Libéral,6599,12.7
24055,Stéphane Ricard NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4509,8.68
24055,François Fillion Green Party/Parti Vert,1337,2.57
24055,Jean Landry Independent/Indépendant,526,1.01
24056,Claude Guimond Bloc Québécois/Bloc Québécois,17652,44.69
24056,Pierre Béland Liberal/Libéral,7937,20.09
24056,Gaston Noël Conservative/Conservateur,7216,18.27
24056,Guy Caron NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4084,10.34
24056,Louise Thibault ** Independent/Indépendant,1966,4.98
24056,James D. Morrison Green Party/Parti Vert,645,1.63
24057,Luc Desnoyers Bloc Québécois/Bloc Québécois,23216,45.68
24057,Claude Carignan Conservative/Conservateur,9911,19.5
24057,Denis Joannette Liberal/Libéral,8823,17.36
24057,Normand Beaudet NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6741,13.26
24057,Marie Martine Bédard Green Party/Parti Vert,2134,4.2
24059,Monique Guay ** Bloc Québécois/Bloc Québécois,26588,53.57
24059,Simon Bernier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7187,14.48
24059,Gilles Duguay Conservative/Conservateur,7170,14.45
24059,Joao Neves Liberal/Libéral,6755,13.61
24059,René Piché Green Party/Parti Vert,1656,3.34
24059,Jocelyne Leduc Independent/Indépendant,273,0.55
24060,Denis Lebel ** Conservative/Conservateur,16055,43.54
24060,Claude Pilote Bloc Québécois/Bloc Québécois,14619,39.65
24060,Bernard Garneau Liberal/Libéral,3721,10.09
24060,Catherine Forbes NDP-New Democratic Party/NPD-Nouveau Parti démocratique,1738,4.71
24060,Jocelyn Tremblay Green Party/Parti Vert,737,2
24061,Bernard Bigras ** Bloc Québécois/Bloc Québécois,27260,52
24061,Marjorie Théodore Liberal/Libéral,9785,18.67
24061,Alexandre Boulerice NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8522,16.26
24061,Sylvie Boulianne Conservative/Conservateur,3876,7.39
24061,Vincent Larochelle Green Party/Parti Vert,2406,4.59
24061,Jean-Patrick Berthiaume neorhino.ca/neorhino.ca,319,0.61
24061,Stéphane Chénier Marxist-Leninist/Marxiste-Léniniste,170,0.32
24061,Michel Dugré No Affiliation/Aucune appartenance,83,0.16
24062,Carole Lavallée ** Bloc Québécois/Bloc Québécois,23767,44.99
24062,Pierre Diamond Liberal/Libéral,11755,22.25
24062,Nicole Charbonneau Barron Conservative/Conservateur,8125,15.38
24062,Vesna Vesic NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7154,13.54
24062,Simon Bernier Green Party/Parti Vert,2031,3.84
24063,Ève-Mary Thaï Thi Lac ** Bloc Québécois/Bloc Québécois,22719,47.36
24063,René Vincelette Conservative/Conservateur,10195,21.25
24063,Brigitte Sansoucy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6721,14.01
24063,Denise Tremblay Liberal/Libéral,6649,13.86
24063,Jacques Tétreault Green Party/Parti Vert,1682,3.51
24064,Claude Bachand ** Bloc Québécois/Bloc Québécois,26506,49.61
24064,Claire Ste-Marie Liberal/Libéral,9430,17.65
24064,Marie-Josée Mercier Conservative/Conservateur,9281,17.37
24064,Philippe Refghi NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5529,10.35
24064,Pierre Tremblay Green Party/Parti Vert,2160,4.04
24064,Guy Berger Independent/Indépendant,520,0.97
24065,Josée Beaudin Bloc Québécois/Bloc Québécois,16346,37.63
24065,Roxane Stanners Liberal/Libéral,12383,28.5
24065,Patrick Clune Conservative/Conservateur,6867,15.81
24065,Richard Marois NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6280,14.46
24065,Diane Joubert Green Party/Parti Vert,1566,3.6
24066,Stéphane Dion ** Liberal/Libéral,25095,61.72
24066,Dennis Galiatsatos Conservative/Conservateur,6999,17.21
24066,Jacques Lachaîne Bloc Québécois/Bloc Québécois,4611,11.34
24066,Jerome Rodrigues NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3654,8.99
24066,Fernand Deschamps Marxist-Leninist/Marxiste-Léniniste,299,0.74
24067,Massimo Pacetti ** Liberal/Libéral,21652,57.26
24067,Lucie Le Tourneau Conservative/Conservateur,5627,14.88
24067,Farid Salem Bloc Québécois/Bloc Québécois,5146,13.61
24067,Laura Colella NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4039,10.68
24067,Frank Monteleone Green Party/Parti Vert,1063,2.81
24067,Garnet Colly Marxist-Leninist/Marxiste-Léniniste,165,0.44
24067,Joseph Young No Affiliation/Aucune appartenance,122,0.32
24068,Jean-Yves Laforest ** Bloc Québécois/Bloc Québécois,20397,43.96
24068,Stéphane Roof Conservative/Conservateur,11083,23.89
24068,Ronald St-Onge Lynch Liberal/Libéral,9755,21.02
24068,Anne Marie Aubert NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3601,7.76
24068,Martial Toupin Green Party/Parti Vert,1562,3.37
24069,Robert Vincent ** Bloc Québécois/Bloc Québécois,21650,42.82
24069,Bernard Demers Liberal/Libéral,10810,21.38
24069,Jean Lambert Conservative/Conservateur,9927,19.63
24069,Simon Gnocchini Messier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6323,12.51
24069,Michel.M. Champagne Green Party/Parti Vert,1848,3.66
24070,Serge Cardin ** Bloc Québécois/Bloc Québécois,25502,50.08
24070,Nathalie Goguen Liberal/Libéral,9947,19.53
24070,André Bachand Conservative/Conservateur,8331,16.36
24070,Yves Mondoux NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6676,13.11
24070,Sébastien Côrriveau neorhino.ca/neorhino.ca,467,0.92
24071,Diane Bourgeois ** Bloc Québécois/Bloc Québécois,28303,52.35
24071,Eva Nassif Liberal/Libéral,8937,16.53
24071,Daniel Lebel Conservative/Conservateur,7551,13.97
24071,Michel Le Clair NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7278,13.46
24071,Martin Drapeau Green Party/Parti Vert,1714,3.17
24071,M. Zamboni Cadieux Independent/Indépendant,283,0.52
24072,Paule Brunelle ** Bloc Québécois/Bloc Québécois,22405,45.27
24072,Claude Durand Conservative/Conservateur,11998,24.24
24072,Marcos G. Simard Liberal/Libéral,9008,18.2
24072,Geneviève Boivin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4544,9.18
24072,Ariane Blais Green Party/Parti Vert,1540,3.11
24073,Meili Faille ** Bloc Québécois/Bloc Québécois,27044,41.34
24073,Michael M. Fortier Conservative/Conservateur,15496,23.69
24073,Brigitte Legault Liberal/Libéral,13954,21.33
24073,Maxime Héroux-Legault NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6298,9.63
24073,Jean-Yves Massenet Green Party/Parti Vert,2625,4.01
24074,Luc Malo ** Bloc Québécois/Bloc Québécois,27602,50.85
24074,François Fournier Liberal/Libéral,8871,16.34
24074,Raphaël Fortin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8388,15.45
24074,Benoît Dussault Conservative/Conservateur,7742,14.26
24074,Annie Morel Green Party/Parti Vert,1679,3.09
24075,Marc Garneau Liberal/Libéral,18041,46.47
24075,Anne Lagacé Dowson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8904,22.93
24075,Guy Dufort Conservative/Conservateur,6139,15.81
24075,Charles Larivée Bloc Québécois/Bloc Québécois,2818,7.26
24075,Claude William Genest Green Party/Parti Vert,2733,7.04
24075,Judith Vienneau neorhino.ca/neorhino.ca,62,0.16
24075,Linda Sullivan Marxist-Leninist/Marxiste-Léniniste,49,0.13
24075,David Sommer Rovins Independent/Indépendant,47,0.12
24075,Bill Sloan Communist/Communiste,34,0.09
35001,Mark Holland ** Liberal/Libéral,21675,44.53
35001,Rick Johnson Conservative/Conservateur,18471,37.95
35001,Bala Thavarajasoorier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4422,9.08
35001,Mike Harilaid Green Party/Parti Vert,3543,7.28
35001,Kevin Norng Christian Heritage Party/Parti de l'Héritage Chrétien,398,0.82
35001,Stephanie Wilson Libertarian/Libertarien,167,0.34
35002,Carol Hughes NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15249,45.5
35002,Brent St. Denis ** Liberal/Libéral,10902,32.53
35002,Dianne Musgrove Conservative/Conservateur,5914,17.65
35002,Lorraine Rekmans Green Party/Parti Vert,1451,4.33
35003,David Sweet ** Conservative/Conservateur,26297,46.5
35003,Arlene MacFarlane-VanderBeek Liberal/Libéral,15322,27.1
35003,Gordon Guyatt NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9632,17.03
35003,Peter Ormond Green Party/Parti Vert,5149,9.11
35003,Jamilé Ghaddar Marxist-Leninist/Marxiste-Léniniste,148,0.26
35004,Patrick Brown ** Conservative/Conservateur,27927,52.37
35004,Rick Jones Liberal/Libéral,12732,23.88
35004,Myrna Clark NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6403,12.01
35004,Erich Jacoby-Hawkins Green Party/Parti Vert,5921,11.1
35004,Paolo Fabrizio Libertarian/Libertarien,260,0.49
35004,Christine Anne Nugent Marxist-Leninist/Marxiste-Léniniste,84,0.16
35005,Maria Minna ** Liberal/Libéral,18967,40.97
35005,Marilyn Churley NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14875,32.13
35005,Caroline Alleslev Conservative/Conservateur,7907,17.08
35005,Zoran Markovski Green Party/Parti Vert,4389,9.48
35005,Roger Carter Marxist-Leninist/Marxiste-Léniniste,155,0.33
35006,Gurbax S. Malhi ** Liberal/Libéral,22272,45.06
35006,Stella Ambler Conservative/Conservateur,18353,37.13
35006,Jash Puniya NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5945,12.03
35006,Mark Pajot Green Party/Parti Vert,2551,5.16
35006,Frank Chilelli Marxist-Leninist/Marxiste-Léniniste,309,0.63
35007,Ruby Dhalla ** Liberal/Libéral,18577,41.04
35007,Parm Gill Conservative/Conservateur,17804,39.33
35007,Mani Singh NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5238,11.57
35007,Dave Finlay Green Party/Parti Vert,3516,7.77
35007,Dimitrios Kabitsis Communist/Communiste,135,0.3
35008,Andrew Kania Liberal/Libéral,21746,40.33
35008,Kyle Seeback Conservative/Conservateur,21515,39.9
35008,Jagtar Shergill NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7334,13.6
35008,Patti Chmelyk Green Party/Parti Vert,3329,6.17
35009,Phil McColeman Conservative/Conservateur,22736,41.95
35009,Lloyd St. Amand ** Liberal/Libéral,17943,33.11
35009,Brian Van Tilborg NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9331,17.22
35009,Nora Fueten Green Party/Parti Vert,3814,7.04
35009,John G. Gots Christian Heritage Party/Parti de l'Héritage Chrétien,371,0.68
35026,Larry Miller ** Conservative/Conservateur,22975,47.66
35026,Dick Hibma Green Party/Parti Vert,13095,27.17
35026,Thom Noble Liberal/Libéral,6892,14.3
35026,Jill McIllwraith NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4640,9.63
35026,Joel Kidd Christian Heritage Party/Parti de l'Héritage Chrétien,599,1.24
35010,Mike Wallace ** Conservative/Conservateur,28614,48.6
35010,Paddy Torsney Liberal/Libéral,19577,33.25
35010,David Laird NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6597,11.21
35010,Marnie Mellish Green Party/Parti Vert,4083,6.94
35011,Gary Goodyear ** Conservative/Conservateur,24895,48.63
35011,Gord Zeilstra Liberal/Libéral,11977,23.39
35011,Max Lombardi NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10044,19.62
35011,Scott Cosman Green Party/Parti Vert,4279,8.36
35012,Gordon O'Connor ** Conservative/Conservateur,39433,57.77
35012,Justin MacKinnon Liberal/Libéral,15254,22.35
35012,Jake Cole Green Party/Parti Vert,6983,10.23
35012,Paul Arbour NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6583,9.64
35013,Dave Van Kesteren ** Conservative/Conservateur,19960,47.92
35013,Matt Daudlin Liberal/Libéral,12127,29.12
35013,Ron Cadotte NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6850,16.45
35013,Alina Abbott Green Party/Parti Vert,2712,6.51
35015,Mario Silva ** Liberal/Libéral,15953,45.77
35015,Peter Ferreira NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10896,31.26
35015,Theresa Rodrigues Conservative/Conservateur,3838,11.01
35015,Wayne Scott Green Party/Parti Vert,3655,10.49
35015,Wendy Forrest Independent/Indépendant,172,0.49
35015,Miguel Figueroa Communist/Communiste,160,0.46
35015,Simon Luisi AAEV Party of Canada/AAEV Party of Canada,92,0.26
35015,Sarah Thompson Marxist-Leninist/Marxiste-Léniniste,87,0.25
35016,Yasmin Ratansi ** Liberal/Libéral,18264,48.08
35016,Eugene McDermott Conservative/Conservateur,11777,31
35016,Mary Trapani Hynes NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5062,13.33
35016,Wayne Clements Green Party/Parti Vert,2618,6.89
35016,Alex Kovalenko Christian Heritage Party/Parti de l'Héritage Chrétien,266,0.7
35017,Rob Oliphant Liberal/Libéral,22212,44.36
35017,John Carmichael Conservative/Conservateur,19441,38.83
35017,David Sparrow NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5102,10.19
35017,Georgina Wilcock Green Party/Parti Vert,3155,6.3
35017,Catherine Holliday Communist/Communiste,162,0.32
35018,David Tilson ** Conservative/Conservateur,23363,53.21
35018,Rebecca Finch Liberal/Libéral,8495,19.35
35018,Ard Van Leeuwen Green Party/Parti Vert,7377,16.8
35018,Jason Bissett NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4385,9.99
35018,Dean Woods CAP/PAC,284,0.65
35014,Bev Oda ** Conservative/Conservateur,28551,54.05
35014,Bryan Ransom Liberal/Libéral,12167,23.03
35014,Stephen Leahy Green Party/Parti Vert,6041,11.44
35014,Andrew McKeever NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5485,10.38
35014,Henry Zekveld Christian Heritage Party/Parti de l'Héritage Chrétien,577,1.09
35019,Joseph Volpe ** Liberal/Libéral,19133,43.99
35019,Joe Oliver Conservative/Conservateur,17073,39.25
35019,Justin Chatwin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,3663,8.42
35019,Andrew James Green Party/Parti Vert,3629,8.34
35020,Joe Preston ** Conservative/Conservateur,22970,48.39
35020,Suzanne van Bommel Liberal/Libéral,11169,23.53
35020,Ryan Dolby NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9135,19.24
35020,Noel Burgon Green Party/Parti Vert,3241,6.83
35020,Carl Hiemstra Christian Heritage Party/Parti de l'Héritage Chrétien,619,1.3
35020,Michael van Holst Independent/Indépendant,243,0.51
35020,Will Arlow CAP/PAC,96,0.2
35021,Jeff Watson ** Conservative/Conservateur,20608,40
35021,Susan Whelan Liberal/Libéral,14973,29.06
35021,Taras Natyshak NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13703,26.6
35021,Richard Bachynsky Green Party/Parti Vert,2234,4.34
35022,Borys Wrzesnewskyj ** Liberal/Libéral,24537,48.85
35022,Axel Kuhn Conservative/Conservateur,18839,37.51
35022,Joseph Schwartz NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4164,8.29
35022,Marion Schaffer Green Party/Parti Vert,2688,5.35
35023,Michael Ignatieff ** Liberal/Libéral,23536,46.13
35023,Patrick Boyer Conservative/Conservateur,17793,34.87
35023,Liam McHugh-Russell NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5950,11.66
35023,Dave Corail Green Party/Parti Vert,3562,6.98
35023,Janice Murray Marxist-Leninist/Marxiste-Léniniste,181,0.35
35024,Kirsty Duncan Liberal/Libéral,15244,48.58
35024,Bob Saroya Conservative/Conservateur,9436,30.07
35024,Ali Naqvi NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4940,15.74
35024,Nigel Barriffe Green Party/Parti Vert,1460,4.65
35024,Anna Di Carlo Marxist-Leninist/Marxiste-Léniniste,300,0.96
35025,Pierre Lemieux ** Conservative/Conservateur,25659,47.3
35025,Dan Boudria Liberal/Libéral,19997,36.87
35025,Jean-Sébastien Caron NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5678,10.47
35025,Sylvie Lemieux Green Party/Parti Vert,2908,5.36
35027,Frank Valeriote Liberal/Libéral,18974,32.22
35027,Gloria Kovach Conservative/Conservateur,17186,29.18
35027,Mike Nagy Green Party/Parti Vert,12454,21.15
35027,Tom King NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9713,16.49
35027,Kornelis Klevering Radical Marijuana/Radical Marijuana,166,0.28
35027,Philip Bender Libertarian/Libertarien,159,0.27
35027,Drew Garvie Communist/Communiste,77,0.13
35027,Karen Levenson AAEV Party of Canada/AAEV Party of Canada,73,0.12
35027,John Turmel Independent/Indépendant,58,0.1
35027,Manuel Couto Marxist-Leninist/Marxiste-Léniniste,29,0.05
35028,Diane Finley ** Conservative/Conservateur,19657,40.83
35028,Eric Hoskins Liberal/Libéral,15577,32.35
35028,Ian Nichols NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5549,11.53
35028,Gary McHale Independent/Indépendant,4821,10.01
35028,Stephana Johnston Green Party/Parti Vert,2041,4.24
35028,Steven Elgersma Christian Heritage Party/Parti de l'Héritage Chrétien,501,1.04
35029,Barry Devolin ** Conservative/Conservateur,30391,55.95
35029,Marlene White Liberal/Libéral,11093,20.42
35029,Stephen Yardy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7952,14.64
35029,Michael Bell Green Party/Parti Vert,4505,8.29
35029,Dave Switzer Christian Heritage Party/Parti de l'Héritage Chrétien,374,0.69
35030,Lisa Raitt Conservative/Conservateur,32986,47.5
35030,Garth Turner ** Liberal/Libéral,25136,36.19
35030,Rob Wagner NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6118,8.81
35030,Amy Collard Green Party/Parti Vert,4872,7.02
35030,Tony Rodrigues Christian Heritage Party/Parti de l'Héritage Chrétien,337,0.49
35031,David Christopherson ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,20010,49.25
35031,Leon O'Connor Conservative/Conservateur,9051,22.28
35031,Helen M. Wilson Liberal/Libéral,7164,17.63
35031,John Livingstone Green Party/Parti Vert,3625,8.92
35031,Anthony Giles Libertarian/Libertarien,528,1.3
35031,Lisa Nussey Marxist-Leninist/Marxiste-Léniniste,126,0.31
35031,Ryan Sparrow Communist/Communiste,125,0.31
35032,Wayne Marston ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,19919,41.28
35032,Larry Di Ianni Liberal/Libéral,13455,27.89
35032,Frank Rukavina Conservative/Conservateur,11556,23.95
35032,David William Hart Dyke Green Party/Parti Vert,2142,4.44
35032,Gord Hill PC Party/Parti PC,853,1.77
35032,Sam Cino Independent/Indépendant,323,0.67
35033,Chris Charlton ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,22796,43.65
35033,Terry Anderson Conservative/Conservateur,16010,30.66
35033,Tyler Banham Liberal/Libéral,10531,20.17
35033,Stephen Brotherston Green Party/Parti Vert,2884,5.52
35034,Ben Lobb Conservative/Conservateur,22182,44.77
35034,Greg McClinchey Liberal/Libéral,16336,32.97
35034,Tony McQuail NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7426,14.99
35034,Glen Smith Green Party/Parti Vert,2617,5.28
35034,Dave Joslin Christian Heritage Party/Parti de l'Héritage Chrétien,747,1.51
35034,Dennis Valenta Independent/Indépendant,242,0.49
35035,Greg Rickford Conservative/Conservateur,9395,40.46
35035,Roger Valley ** Liberal/Libéral,7344,31.63
35035,Tania Cameron NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5394,23.23
35035,JoJo Holiday Green Party/Parti Vert,1087,4.68
35036,Peter Milliken ** Liberal/Libéral,22734,39.15
35036,Brian Abrams Conservative/Conservateur,18895,32.54
35036,Rick Downes NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10158,17.49
35036,Eric Walton Green Party/Parti Vert,6282,10.82
35037,Stephen Woodworth Conservative/Conservateur,16480,36.7
35037,Karen Redman ** Liberal/Libéral,16141,35.94
35037,Oz Cole-Arnal NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8122,18.09
35037,John Bithell Green Party/Parti Vert,3823,8.51
35037,Amanda Lamka Independent/Indépendant,215,0.48
35037,Martin Suter Communist/Communiste,127,0.28
35038,Harold Albrecht ** Conservative/Conservateur,23525,49.32
35038,Orlando Da Silva Liberal/Libéral,11876,24.9
35038,Rod McNeil NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7173,15.04
35038,Jamie Kropf Green Party/Parti Vert,5124,10.74
35039,Peter Braid Conservative/Conservateur,21830,36.06
35039,Andrew Telegdi ** Liberal/Libéral,21813,36.03
35039,Cindy Jacobsen NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8915,14.73
35039,Cathy MacLellan Green Party/Parti Vert,7326,12.1
35039,Jason Cousineau Libertarian/Libertarien,333,0.55
35039,Mark Corbiere Independent/Indépendant,107,0.18
35039,Ramon Portillo Communist/Communiste,105,0.17
35039,Kyle James Huntingdon CAP/PAC,105,0.17
35046,Bev Shipley ** Conservative/Conservateur,24516,51.28
35046,Jeff Wesley Liberal/Libéral,11812,24.71
35046,Joe Hill NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7427,15.54
35046,Jim Johnston Green Party/Parti Vert,3386,7.08
35046,Micheal Janssens Christian Heritage Party/Parti de l'Héritage Chrétien,663,1.39
35040,Scott Reid ** Conservative/Conservateur,30272,55.88
35040,David Remington Liberal/Libéral,11809,21.8
35040,Sandra Willard NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7112,13.13
35040,Chris Walker Green Party/Parti Vert,4629,8.55
35040,Ernest Oliver Rathwell Radical Marijuana/Radical Marijuana,347,0.64
35041,Gord Brown ** Conservative/Conservateur,27473,58.44
35041,Marjory Loveys Liberal/Libéral,8075,17.18
35041,Steve Armstrong NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6511,13.85
35041,Jeanie Warnock Green Party/Parti Vert,4522,9.62
35041,John McCrea PC Party/Parti PC,426,0.91
35042,Irene Mathyssen ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17672,43.06
35042,Mary Lou Ambrogio Conservative/Conservateur,12659,30.85
35042,Jacquie Gauthier Liberal/Libéral,7774,18.94
35042,Daniel O'Neail Green Party/Parti Vert,2656,6.47
35042,Leonard Vanderhoeven Christian Heritage Party/Parti de l'Héritage Chrétien,276,0.67
35043,Glen Pearson ** Liberal/Libéral,21018,39.13
35043,Paul Van Meerbergen Conservative/Conservateur,17712,32.97
35043,Steve Holmes NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9387,17.47
35043,Mary Ann Hodge Green Party/Parti Vert,5603,10.43
35044,Ed Holder Conservative/Conservateur,22556,39.09
35044,Sue Barnes ** Liberal/Libéral,20435,35.42
35044,Peter Lawrence Ferguson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8409,14.57
35044,Monica Jarabek Green Party/Parti Vert,5630,9.76
35044,Steve Hunter PC Party/Parti PC,414,0.72
35044,Leslie Bartley Christian Heritage Party/Parti de l'Héritage Chrétien,253,0.44
35045,John McCallum ** Liberal/Libéral,25296,55.02
35045,Duncan Fletcher Conservative/Conservateur,13855,30.13
35045,Nadine Hawkins NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4682,10.18
35045,Leonard Aitken Green Party/Parti Vert,1921,4.18
35045,Allen Small Libertarian/Libertarien,225,0.49
35047,Navdeep Bains ** Liberal/Libéral,21220,47.69
35047,Salma Ataullahjan Conservative/Conservateur,14664,32.96
35047,Karan Pandher NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5268,11.84
35047,Grace Yogaretnam Green Party/Parti Vert,2947,6.62
35047,Tim Sullivan Marxist-Leninist/Marxiste-Léniniste,395,0.89
35048,Albina Guarnieri ** Liberal/Libéral,20457,50.16
35048,Melissa Bhagat Conservative/Conservateur,13277,32.56
35048,Satish Balasunderam NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4632,11.36
35048,Jaymini Bhikha Green Party/Parti Vert,2138,5.24
35048,Pierre Chénier Marxist-Leninist/Marxiste-Léniniste,277,0.68
35049,Bob Dechert Conservative/Conservateur,23863,42.71
35049,Omar Alghabra ** Liberal/Libéral,23466,42
35049,Mustafa Rizvi NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4774,8.55
